Občina,Leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women,Basic or less,Education - TOTAL,Tertiary,Upper secondary,Active,Inactive,Population aged 15+ years  - TOTAL,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other municipalities - Men,Emigrants to other municipalities - Total,Emigrants to other municipalities - Women,Emigrants to other municipalities per 1000 population,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 population,Immigrants from other municipalities - Men,Immigrants from other municipalities - Total,Immigrants from other municipalities - Women,Immigrants from other municipalities per 1000 population,Net migration between municipalities - Men,Net migration between municipalities - Total,Net migration between municipalities - Women,Net migration between municipalities per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Employment rate,Employment rate for men,Employment rate for men.1,Employment rate for men.2,Employment rate for women,Employment rate for women.1,Employment rate for women.2,Employment rate.1,Employment rate.2,Natural increase,Natural increase ,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population,Total increase per 1000 population 
mislinja,2014,8327.398000000001,8644.4975,1262.64,3797.6325,75.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mislinja,2023,13424.0,13854.23,1160.6975,5406.81,823.27,36.0,35.0,37.1,18.8,19.1,18.4,81.2,80.9,81.6,1079.0,3910.0,742.5,2088.5,1799.6666666666667,2323.6666666666665,2262.3333333333335,10.0,15.0,5.0,3.3,77.0,162.0,85.0,35.5,26.0,35.0,9.0,7.7,92.0,172.0,80.0,37.7,15.0,10.0,-5.0,2.2,16.0,20.0,4.0,4.4,31.0,30.0,-1.0,6.6,0.0,0.0,0.0,74.7,0.0,0.0,67.5,0.0,71.2,3.0,0.0,10.0,20.0,33.0,7.2,0.0
mislinja,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799.6666666666667,2323.6666666666665,2262.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mokronog - trebelno,2013,0.0,0.0,0.0,0.0,0.0,44.6,39.4,51.6,21.4,20.6,22.4,78.6,79.4,77.6,831.0,2575.5,446.0,1298.5,1232.0,1526.6666666666667,1424.6666666666667,3.0,4.0,1.0,1.3,42.0,112.0,70.0,37.0,7.0,8.0,1.0,2.6,63.0,139.0,76.0,46.0,21.0,27.0,6.0,8.9,4.0,4.0,0.0,1.3,25.0,31.0,6.0,10.2,0.0,0.0,66.7,0.0,0.0,52.9,0.0,60.2,0.0,20.0,0.0,27.0,4.0,51.0,16.9,0.0
mokronog - trebelno,2014,7868.742,8679.1,984.635,3319.2525,344.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mokronog - trebelno,2023,12988.975999999999,14508.93,985.6075,4992.445,797.1675000000001,47.7,40.2,56.8,21.1,21.4,20.7,78.9,78.6,79.3,831.0,2575.5,446.0,1298.5,1232.0,1526.6666666666667,1424.6666666666667,9.0,14.0,5.0,4.3,61.0,135.0,74.0,41.8,12.0,15.0,3.0,4.6,66.0,127.0,61.0,39.3,5.0,-8.0,-13.0,-2.5,3.0,1.0,-2.0,0.3,8.0,-7.0,-15.0,-2.2,0.0,0.0,0.0,77.2,0.0,0.0,67.5,0.0,72.6,1.0,0.0,-8.0,1.0,-6.0,-1.9,0.0
mokronog - trebelno,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.0,1526.6666666666667,1424.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moravske toplice,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,43.0,25.0,0.0,0.0,0.0,0.0,0.0,32.0,57.0,25.0,0.0,14.0,14.0,0.0,0.0,-1.0,-1.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,0.0,14.0,-1.0,-30.0,0.0,0.0
moravske toplice,2000,0.0,0.0,0.0,0.0,0.0,60.0,53.2,67.7,29.2,27.0,31.7,70.8,73.0,68.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moravske toplice,2003,0.0,0.0,0.0,0.0,0.0,53.8,51.2,56.5,24.2,23.7,24.8,75.8,76.3,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,4.0,2.1,16.0,36.0,20.0,5.8,6.0,11.0,5.0,1.8,33.0,60.0,27.0,9.6,17.0,24.0,7.0,3.9,-3.0,-2.0,1.0,-0.3,14.0,22.0,8.0,3.5,56.1,60.6,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,-64.0,24.0,-2.0,-42.0,0.0,-6.7
moravske toplice,2013,0.0,0.0,0.0,0.0,0.0,55.5,48.8,63.5,23.8,22.8,25.0,76.2,77.2,75.0,1761.5,5188.5,850.0,2577.0,2481.0,3101.6666666666665,2813.3333333333335,9.0,17.0,8.0,2.9,124.0,237.0,113.0,40.2,9.0,15.0,6.0,2.5,118.0,210.0,92.0,35.6,-6.0,-27.0,-21.0,-4.6,0.0,-2.0,-2.0,-0.3,-6.0,-29.0,-23.0,-4.9,0.0,0.0,61.0,0.0,0.0,50.3,0.0,55.9,0.0,-18.0,0.0,-27.0,-2.0,-47.0,-8.0,0.0
moravske toplice,2014,7158.964,7024.3475,1049.285,3349.7625,281.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moravske toplice,2023,11901.5,11681.617499999998,1302.4225000000001,5182.1050000000005,681.6725,51.4,41.0,63.1,22.3,21.1,23.7,77.7,78.9,76.3,1761.5,5188.5,850.0,2577.0,2481.0,3101.6666666666665,2813.3333333333335,17.0,36.0,19.0,6.0,141.0,255.0,114.0,42.8,33.0,56.0,23.0,9.4,118.0,237.0,119.0,39.8,-23.0,-18.0,5.0,-3.0,16.0,20.0,4.0,3.4,-7.0,2.0,9.0,0.3,0.0,0.0,0.0,68.9,0.0,0.0,62.4,0.0,65.8,-12.0,0.0,-18.0,20.0,-10.0,-1.7,0.0
moravske toplice,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481.0,3101.6666666666665,2813.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moravče,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,16.0,33.0,17.0,0.0,2.0,3.0,1.0,0.0,26.0,61.0,35.0,0.0,10.0,28.0,18.0,0.0,-1.0,-2.0,-1.0,0.0,9.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,28.0,-2.0,42.0,0.0,0.0
moravče,2000,0.0,0.0,0.0,0.0,0.0,20.7,22.0,19.1,14.8,16.6,12.4,85.2,83.4,87.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moravče,2003,0.0,0.0,0.0,0.0,0.0,21.2,21.7,20.4,14.2,15.5,12.4,85.8,84.5,87.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,18.0,50.0,32.0,11.0,1.0,1.0,0.0,0.2,35.0,80.0,45.0,17.6,17.0,30.0,13.0,6.6,-1.0,-1.0,0.0,-0.2,16.0,29.0,13.0,6.4,61.1,67.0,0.0,0.0,54.6,0.0,0.0,0.0,0.0,0.0,10.0,30.0,-1.0,39.0,0.0,8.6
moravče,2013,0.0,0.0,0.0,0.0,0.0,33.2,35.0,31.0,18.3,19.9,16.4,81.7,80.1,83.6,1217.0,4358.0,801.5,2339.5,2050.3333333333335,2560.3333333333335,2497.3333333333335,6.0,11.0,5.0,2.1,82.0,157.0,75.0,30.5,6.0,10.0,4.0,1.9,97.0,175.0,78.0,34.0,15.0,18.0,3.0,3.5,0.0,-1.0,-1.0,-0.2,15.0,17.0,2.0,3.3,0.0,0.0,69.8,0.0,0.0,57.3,0.0,63.7,0.0,26.0,0.0,18.0,-1.0,43.0,8.3,0.0
moravče,2014,8585.416000000001,9042.875,1063.4125000000001,3733.1124999999997,325.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moravče,2023,14311.756,14520.737500000001,1277.3275,5312.214999999999,607.7275000000001,35.4,41.4,28.8,19.7,23.4,15.5,80.3,76.6,84.5,1217.0,4358.0,801.5,2339.5,2050.3333333333335,2560.3333333333335,2497.3333333333335,7.0,8.0,1.0,1.4,80.0,165.0,85.0,29.4,25.0,28.0,3.0,5.0,110.0,202.0,92.0,36.0,30.0,37.0,7.0,6.6,18.0,20.0,2.0,3.6,48.0,57.0,9.0,10.2,0.0,0.0,0.0,75.8,0.0,0.0,68.1,0.0,72.0,25.0,0.0,37.0,20.0,82.0,14.6,0.0
moravče,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.3333333333335,2560.3333333333335,2497.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozirje,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,61.0,31.0,0.0,0.0,1.0,1.0,0.0,42.0,72.0,30.0,0.0,12.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,16.0,0.0,0.0
mozirje,2000,0.0,0.0,0.0,0.0,0.0,62.7,58.7,67.3,34.4,33.5,35.4,65.6,66.5,64.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozirje,2003,0.0,0.0,0.0,0.0,0.0,57.4,55.4,59.8,31.8,31.6,32.2,68.2,68.4,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,7.0,2.8,37.0,83.0,46.0,13.0,36.0,42.0,6.0,6.6,32.0,63.0,31.0,9.9,-5.0,-20.0,-15.0,-3.1,25.0,24.0,-1.0,3.8,20.0,4.0,-16.0,0.6,58.9,64.7,0.0,0.0,52.9,0.0,0.0,0.0,0.0,0.0,-12.0,-20.0,24.0,-8.0,0.0,-1.3
mozirje,2013,0.0,0.0,0.0,0.0,0.0,69.6,63.0,77.0,30.0,29.8,30.3,70.0,70.2,69.7,967.5,3604.5,811.0,1826.0,1683.0,2022.0,2033.0,5.0,10.0,5.0,2.4,112.0,246.0,134.0,60.1,68.0,72.0,4.0,17.6,85.0,199.0,114.0,48.6,-27.0,-47.0,-20.0,-11.5,63.0,62.0,-1.0,15.2,36.0,15.0,-21.0,3.7,0.0,0.0,66.1,0.0,0.0,56.3,0.0,61.4,0.0,-9.0,0.0,-47.0,62.0,6.0,1.5,0.0
mozirje,2014,8109.433999999999,8582.4225,1089.2450000000001,3852.6075,288.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozirje,2023,14323.984,13979.574999999999,2166.3175,5497.795,820.6374999999999,57.8,59.2,56.1,22.3,23.4,21.0,77.7,76.6,79.0,967.5,3604.5,811.0,1826.0,1683.0,2022.0,2033.0,22.0,33.0,11.0,7.2,139.0,267.0,128.0,58.6,55.0,86.0,31.0,18.9,111.0,226.0,115.0,49.6,-28.0,-41.0,-13.0,-9.0,33.0,53.0,20.0,11.6,5.0,12.0,7.0,2.6,0.0,0.0,0.0,79.1,0.0,0.0,67.6,0.0,73.5,27.0,0.0,-41.0,53.0,39.0,8.6,0.0
mozirje,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1683.0,2022.0,2033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murska sobota,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0,109.0,249.0,140.0,0.0,2.0,10.0,8.0,0.0,76.0,174.0,98.0,0.0,-33.0,-75.0,-42.0,0.0,0.0,4.0,4.0,0.0,-33.0,-71.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,-75.0,4.0,-48.0,0.0,0.0
murska sobota,2000,0.0,0.0,0.0,0.0,0.0,193.7,190.2,197.3,81.8,77.1,86.4,18.2,22.9,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murska sobota,2003,0.0,0.0,0.0,0.0,0.0,195.9,185.7,206.1,76.2,72.0,80.3,23.8,28.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,50.0,19.0,2.5,99.0,230.0,131.0,11.5,34.0,56.0,22.0,2.8,59.0,127.0,68.0,6.3,-40.0,-103.0,-63.0,-5.1,3.0,6.0,3.0,0.3,-37.0,-97.0,-60.0,-4.8,53.8,55.8,0.0,0.0,51.9,0.0,0.0,0.0,0.0,0.0,-27.0,-103.0,6.0,-124.0,0.0,-6.2
murska sobota,2013,0.0,0.0,0.0,0.0,0.0,197.6,186.2,209.1,67.1,62.4,71.9,32.9,37.6,28.1,4005.0,16549.5,3930.0,8614.5,7833.0,9615.0,9756.666666666666,67.0,99.0,32.0,5.2,468.0,882.0,414.0,46.1,40.0,67.0,27.0,3.5,437.0,811.0,374.0,42.4,-31.0,-71.0,-40.0,-3.7,-27.0,-32.0,-5.0,-1.7,-58.0,-103.0,-45.0,-5.4,0.0,0.0,52.9,0.0,0.0,48.3,0.0,50.6,0.0,-71.0,0.0,-71.0,-32.0,-174.0,-9.1,0.0
murska sobota,2014,8112.566000000001,8287.657500000001,1201.7875,4312.0875,408.78749999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murska sobota,2023,12807.107999999998,13457.932499999999,1496.8175,6023.22,953.1225,184.6,174.3,195.6,58.1,55.2,61.2,41.9,44.8,38.8,4005.0,16549.5,3930.0,8614.5,7833.0,9615.0,9756.666666666666,74.0,118.0,44.0,6.3,355.0,669.0,314.0,35.9,98.0,148.0,50.0,7.9,385.0,691.0,306.0,37.1,30.0,22.0,-8.0,1.2,24.0,30.0,6.0,1.6,54.0,52.0,-2.0,2.8,0.0,0.0,0.0,65.1,0.0,0.0,60.9,0.0,63.0,-122.0,0.0,22.0,30.0,-70.0,-3.8,0.0
murska sobota,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,9615.0,9756.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muta,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,20.0,51.0,31.0,0.0,0.0,0.0,0.0,0.0,25.0,57.0,32.0,0.0,5.0,6.0,1.0,0.0,-2.0,-4.0,-2.0,0.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,-4.0,5.0,0.0,0.0
muta,2000,0.0,0.0,0.0,0.0,0.0,80.5,96.6,59.9,38.7,46.7,28.5,61.3,53.3,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muta,2003,0.0,0.0,0.0,0.0,0.0,75.4,91.6,54.3,35.4,41.8,27.1,64.6,58.2,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.1,15.0,43.0,28.0,11.6,3.0,3.0,0.0,0.8,16.0,30.0,14.0,8.1,1.0,-13.0,-14.0,-3.5,0.0,-1.0,-1.0,-0.3,1.0,-14.0,-15.0,-3.8,50.4,55.1,0.0,0.0,45.2,0.0,0.0,0.0,0.0,0.0,-6.0,-13.0,-1.0,-20.0,0.0,-5.4
muta,2013,0.0,0.0,0.0,0.0,0.0,83.1,100.6,60.1,33.6,39.0,26.5,66.4,61.0,73.5,829.5,2930.0,470.5,1630.0,1358.0,1779.6666666666667,1692.6666666666667,4.0,6.0,2.0,1.7,69.0,157.0,88.0,45.7,3.0,4.0,1.0,1.2,58.0,126.0,68.0,36.7,-11.0,-31.0,-20.0,-9.0,-1.0,-2.0,-1.0,-0.6,-12.0,-33.0,-21.0,-9.6,0.0,0.0,59.9,0.0,0.0,45.9,0.0,53.1,0.0,0.0,0.0,-31.0,-2.0,-33.0,-9.6,0.0
muta,2014,7848.814,8762.635,1009.25,3483.0325,218.1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muta,2023,12716.142,14233.555,1264.505,5085.889999999999,530.0450000000001,97.5,106.9,86.8,35.0,37.9,31.6,65.0,62.1,68.4,829.5,2930.0,470.5,1630.0,1358.0,1779.6666666666667,1692.6666666666667,12.0,21.0,9.0,6.2,79.0,163.0,84.0,48.4,21.0,35.0,14.0,10.4,76.0,119.0,43.0,35.3,-3.0,-44.0,-41.0,-13.1,9.0,14.0,5.0,4.2,6.0,-30.0,-36.0,-8.9,0.0,0.0,0.0,67.1,0.0,0.0,61.7,0.0,64.5,-2.0,0.0,-44.0,14.0,-32.0,-9.5,0.0
muta,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.0,1779.6666666666667,1692.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naklo,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,21.0,52.0,31.0,0.0,0.0,0.0,0.0,0.0,40.0,73.0,33.0,0.0,19.0,21.0,2.0,0.0,-1.0,-2.0,-1.0,0.0,18.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,21.0,-2.0,34.0,0.0,0.0
naklo,2000,0.0,0.0,0.0,0.0,0.0,125.2,108.8,144.9,23.0,24.2,21.6,77.0,75.8,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naklo,2003,0.0,0.0,0.0,0.0,0.0,121.3,103.9,142.5,23.4,24.9,21.5,76.6,75.1,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,6.0,2.8,21.0,45.0,24.0,9.0,12.0,17.0,5.0,3.4,28.0,63.0,35.0,12.6,7.0,18.0,11.0,3.6,4.0,3.0,-1.0,0.6,11.0,21.0,10.0,4.2,56.7,61.1,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,3.0,32.0,0.0,6.4
naklo,2013,0.0,0.0,0.0,0.0,0.0,105.9,118.4,91.6,25.8,29.8,21.3,74.2,70.2,78.7,967.5,4523.5,1119.5,2436.5,2106.3333333333335,2593.0,2734.3333333333335,12.0,19.0,7.0,3.6,115.0,259.0,144.0,48.5,8.0,11.0,3.0,2.1,91.0,206.0,115.0,38.6,-24.0,-53.0,-29.0,-9.9,-4.0,-8.0,-4.0,-1.5,-28.0,-61.0,-33.0,-11.4,0.0,0.0,61.4,0.0,0.0,54.6,0.0,58.1,0.0,13.0,0.0,-53.0,-8.0,-48.0,-9.0,0.0
