obcina,leto,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population
ptuj,2014,-36,-30,-7,-73,-3.1
ptuj,2015,-61,74,-30,-17,-0.7
ptuj,2016,-54,3,44,-7,-0.3
ptuj,2017,-67,62,53,48,2.1
ptuj,2018,-71,22,146,97,4.2
ptuj,2019,-85,55,297,267,11.4
ptuj,2020,-168,-60,306,78,3.3
ptuj,2021,-77,5,-26,-98,-4.2
ptuj,2022,-97,-4,148,47,2
ptuj,2023,-111,204,254,347,14.7
puconci,1995,-57,-9,-5,-71,...
puconci,1996,-52,38,0,-14,...
puconci,1997,-23,38,-3,12,1.9
puconci,1998,-27,31,2,6,0.9
puconci,1999,-43,29,-2,-16,-2.5
puconci,2000,-24,36,-20,-8,-1.3
puconci,2001,-38,35,-5,-8,-1.3
puconci,2002,-60,20,2,-38,-6
puconci,2003,-63,23,2,-38,-6
puconci,2004,-36,12,0,-24,-3.8
puconci,2005,-11,8,7,4,0.6
puconci,2006,-41,16,-1,-26,-4.1
puconci,2007,-13,-5,-2,-20,-3.2
puconci,2008,-19,-77,10,-86,-14
puconci,2009,-14,6,-8,-16,-2.6
puconci,2010,-15,-14,4,-25,-4.1
puconci,2011,-21,48,4,31,5.1
puconci,2012,-20,-1,-17,-38,-6.2
puconci,2013,-17,-15,1,-31,-5.1
puconci,2014,-19,-27,-9,-55,-9.1
puconci,2015,-35,21,-9,-23,-3.8
puconci,2016,-29,6,-19,-42,-7
puconci,2017,-21,37,-26,-10,-1.7
puconci,2018,-14,-31,-13,-58,-9.8
puconci,2019,-29,18,2,-9,-1.5
puconci,2020,-35,-2,62,25,4.3
puconci,2021,-54,40,-10,-24,-4.1
puconci,2022,-27,21,20,14,2.4
puconci,2023,-34,22,4,-8,-1.4
radenci,1995,2,26,1,29,...
radenci,1996,18,13,-1,30,...
radenci,1997,-14,3,-2,-13,-2.4
radenci,1998,0,13,-7,6,1.1
radenci,1999,-10,-14,-6,-30,-5.6
radenci,2000,2,8,-9,1,0.2
radenci,2001,-2,-4,-8,-14,-2.6
radenci,2002,-11,-37,4,-44,-8.2
radenci,2003,4,-9,-2,-7,-1.3
radenci,2004,1,-2,-8,-9,-1.7
radenci,2005,3,30,-4,29,5.4
radenci,2006,-15,-21,-9,-45,-8.4
radenci,2007,-24,-19,17,-26,-4.9
radenci,2008,-18,40,-1,21,4
radenci,2009,-20,117,6,103,19.5
radenci,2010,-14,21,-6,1,0.2
radenci,2011,-40,-97,7,-130,-24.8
radenci,2012,-7,99,-17,75,14.3
radenci,2013,-39,17,-16,-38,-7.3
radenci,2014,-28,17,-8,-19,-3.6
radenci,2015,-50,6,-20,-64,-12.3
radenci,2016,-18,46,-8,20,3.9
radenci,2017,-25,37,-25,-13,-2.5
radenci,2018,-65,32,-10,-43,-8.3
radenci,2019,-58,63,-1,4,0.8
radenci,2020,-73,17,42,-14,-2.7
radenci,2021,-36,-19,13,-42,-8.3
radenci,2022,-27,147,28,148,28.7
radenci,2023,-69,-16,-13,-98,-19
radeče,1995,-16,-2,1,-17,...
radeče,1996,-12,7,5,0,...
radeče,1997,12,-4,-3,5,1.1
radeče,1998,-15,-22,-7,-44,-9.6
radeče,1999,6,-16,-3,-13,-2.7
radeče,2000,-7,-5,3,-9,-1.9
radeče,2001,-15,-18,-3,-36,-7.6
radeče,2002,-19,0,7,-12,-2.6
radeče,2003,-21,-13,0,-34,-7.3
radeče,2004,-14,8,-8,-14,-3
radeče,2005,-3,-17,3,-17,-3.7
radeče,2006,-20,-15,3,-32,-6.9
radeče,2007,-6,-14,-10,-30,-6.5
radeče,2008,-1,-34,21,-14,-3.1
radeče,2009,-7,-65,11,-61,-13.5
radeče,2010,16,-42,-10,-36,-8.1
radeče,2011,-4,9,0,5,1.1
radeče,2012,6,-46,-15,-55,-12.4
radeče,2013,-11,-55,2,-64,-14.7
radeče,2014,15,-48,-16,-49,-11.4
radeče,2015,12,-15,0,-3,-0.7
radeče,2016,-9,-24,-5,-38,-8.9
radeče,2017,18,-38,-9,-29,-6.9
radeče,2018,-28,-33,15,-46,-10.9
radeče,2019,9,-24,-12,-27,-6.5
radeče,2020,7,-12,25,20,4.8
radeče,2021,-11,4,-4,-11,-2.7
radeče,2022,-12,-21,-5,-38,-9.2
radeče,2023,-8,-11,25,6,1.5
radlje ob dravi,1995,9,19,-2,26,...
radlje ob dravi,1996,2,-15,-2,-15,...
radlje ob dravi,1997,5,-14,1,-8,-1.3
radlje ob dravi,1998,7,9,-3,13,2.1
radlje ob dravi,1999,-5,13,-4,4,0.6
radlje ob dravi,2000,14,5,-4,15,2.4
radlje ob dravi,2001,-8,26,-5,13,2.1
radlje ob dravi,2002,-2,-20,6,-16,-2.5
radlje ob dravi,2003,4,-16,4,-8,-1.3
radlje ob dravi,2004,-12,11,14,13,2.1
radlje ob dravi,2005,10,-11,20,19,3
radlje ob dravi,2006,14,-22,-5,-13,-2.1
radlje ob dravi,2007,-6,-3,10,1,0.2
radlje ob dravi,2008,11,14,24,49,7.9
radlje ob dravi,2009,1,49,-7,43,6.9
radlje ob dravi,2010,7,12,-6,13,2.1
radlje ob dravi,2011,-5,75,12,82,13
radlje ob dravi,2012,-4,-48,15,-37,-5.9
radlje ob dravi,2013,-1,-48,3,-46,-7.3
radlje ob dravi,2014,-15,17,-8,-6,-1
radlje ob dravi,2015,-15,-36,10,-41,-6.6
radlje ob dravi,2016,-19,-12,1,-30,-4.8
radlje ob dravi,2017,-5,8,1,4,0.6
radlje ob dravi,2018,-39,-6,38,-7,-1.1
radlje ob dravi,2019,-42,-28,55,-15,-2.4
radlje ob dravi,2020,-58,-4,56,-6,-1
radlje ob dravi,2021,-38,39,20,21,3.4
radlje ob dravi,2022,-63,18,-1,-46,-7.4
radlje ob dravi,2023,-72,62,47,37,6
radovljica,1995,-2,13,11,22,...
radovljica,1996,-25,-28,1,-52,...
radovljica,1997,-3,-1,-9,-13,-0.7
radovljica,1998,-42,46,12,16,0.9
radovljica,1999,-28,22,18,12,0.7
radovljica,2000,20,66,-6,80,4.4
radovljica,2001,1,-2,4,3,0.2
radovljica,2002,9,22,12,43,2.4
radovljica,2003,-10,15,8,13,0.7
radovljica,2004,38,29,2,69,3.8
radovljica,2005,-12,5,5,-2,-0.1
radovljica,2006,27,52,16,95,5.1
radovljica,2007,25,13,18,56,3
radovljica,2008,-3,-13,57,41,2.2
radovljica,2009,-22,104,50,132,7.1
radovljica,2010,28,7,6,41,2.2
radovljica,2011,17,32,27,76,4
radovljica,2012,16,-21,-36,-41,-2.2
radovljica,2013,-7,-12,3,-16,-0.8
radovljica,2014,1,50,-7,44,2.3
radovljica,2015,-60,-8,-9,-77,-4.1
radovljica,2016,-9,46,-35,2,0.1
radovljica,2017,-61,127,-6,60,3.2
radovljica,2018,-69,149,62,142,7.5
radovljica,2019,-73,47,72,46,2.4
radovljica,2020,-63,56,130,123,6.5
radovljica,2021,-42,160,8,126,6.5
radovljica,2022,-112,30,73,-9,-0.5
radovljica,2023,-58,68,79,89,4.6
ravne na koroškem,1995,28,-16,-16,-4,...
ravne na koroškem,1996,44,-44,-5,-5,...
ravne na koroškem,1997,43,4,-7,40,2.1
ravne na koroškem,1998,30,-66,-48,-84,-4.4
ravne na koroškem,1999,35,-77,0,-42,-3.4
ravne na koroškem,2000,33,-79,-2,-48,-3.9
ravne na koroškem,2001,27,-63,8,-28,-2.3
ravne na koroškem,2002,38,-82,-13,-57,-4.6
ravne na koroškem,2003,16,-65,4,-45,-3.7
ravne na koroškem,2004,-3,-58,7,-54,-4.4
ravne na koroškem,2005,-2,-103,44,-61,-5
ravne na koroškem,2006,-23,-79,31,-71,-5.8
ravne na koroškem,2007,16,-93,44,-33,-2.7
ravne na koroškem,2008,33,-211,55,-123,-10.4
ravne na koroškem,2009,48,-178,41,-89,-7.6
ravne na koroškem,2010,28,-119,-4,-95,-8.1
ravne na koroškem,2011,17,-128,-7,-118,-10.2
ravne na koroškem,2012,29,-77,4,-44,-3.8
ravne na koroškem,2013,15,-114,-25,-124,-10.9
ravne na koroškem,2014,28,16,-39,5,0.4
ravne na koroškem,2015,27,0,-30,-3,-0.3
ravne na koroškem,2016,2,-35,-6,-39,-3.4
ravne na koroškem,2017,17,-37,-28,-48,-4.2
ravne na koroškem,2018,35,-101,108,42,3.7
ravne na koroškem,2019,-4,-51,106,51,4.5
ravne na koroškem,2020,-4,-122,67,-59,-5.2
ravne na koroškem,2021,-2,-67,2,-67,-5.9
ravne na koroškem,2022,25,-139,70,-44,-3.9
ravne na koroškem,2023,-10,-15,0,-25,-2.2
razkrižje,1995,-,-,-,-,...
razkrižje,1996,-,-,-,-,...
razkrižje,1997,-,-,-,-,-
razkrižje,1998,-,-,-,-,-
razkrižje,1999,-6,-10,-3,-19,-14.1
razkrižje,2000,-1,0,5,4,3
razkrižje,2001,2,-13,1,-10,-7.4
razkrižje,2002,-5,-7,4,-8,-6
razkrižje,2003,1,0,3,4,3
razkrižje,2004,-9,17,7,15,11.1
razkrižje,2005,2,-6,13,9,6.6
razkrižje,2006,7,-9,-3,-5,-3.7
razkrižje,2007,-6,2,-9,-13,-9.6
razkrižje,2008,5,10,-3,12,8.8
razkrižje,2009,-3,-4,3,-4,-3
razkrižje,2010,7,9,-4,12,8.9
razkrižje,2011,-2,-11,2,-11,-8.1
razkrižje,2012,-2,0,-4,-6,-4.5
razkrižje,2013,-8,-16,-15,-39,-29.2
razkrižje,2014,-2,3,-10,-9,-7
razkrižje,2015,5,-7,-7,-9,-6.9
razkrižje,2016,2,17,-8,11,8.5
razkrižje,2017,-2,-22,3,-21,-16.4
razkrižje,2018,1,0,-4,-3,-2.4
razkrižje,2019,-2,15,-2,11,8.7
razkrižje,2020,3,-4,-6,-7,-5.4
razkrižje,2021,-14,-17,-2,-33,-26.4
razkrižje,2022,-3,-1,0,-4,-3.2
razkrižje,2023,-4,1,1,-2,-1.6
rače - fram,1995,-24,15,3,-6,...
rače - fram,1996,-1,39,5,43,...
rače - fram,1997,-4,65,-1,60,10.3
rače - fram,1998,0,17,7,24,4.1
rače - fram,1999,-25,83,0,58,9.8
rače - fram,2000,-19,45,7,33,5.5
rače - fram,2001,-12,73,-11,50,8.3
rače - fram,2002,-11,103,3,95,15.5
rače - fram,2003,1,63,8,72,11.6
rače - fram,2004,-8,83,-9,66,10.6
rače - fram,2005,-18,66,10,58,9.2
rače - fram,2006,-8,40,7,39,6.1
rače - fram,2007,-10,90,6,86,13.4
rače - fram,2008,25,77,-11,91,14.1
rače - fram,2009,6,149,23,178,27
rače - fram,2010,21,87,0,108,16
rače - fram,2011,28,66,-5,89,12.9
rače - fram,2012,29,108,-18,119,17
rače - fram,2013,13,12,-17,8,1.1
rače - fram,2014,55,16,-28,43,6.1
rače - fram,2015,9,11,11,31,4.4
rače - fram,2016,17,20,6,43,6
rače - fram,2017,3,108,-14,97,13.6
rače - fram,2018,13,73,43,129,17.7
rače - fram,2019,11,155,-3,163,21.9
rače - fram,2020,-8,51,54,97,12.8
rače - fram,2021,7,117,2,126,16.3
rače - fram,2022,14,157,32,203,25.9
rače - fram,2023,-12,73,12,73,9.1
renče - vogrsko,1995,-,-,-,-,...
renče - vogrsko,1996,-,-,-,-,...
renče - vogrsko,1997,-,-,-,-,-
renče - vogrsko,1998,-,-,-,-,-
renče - vogrsko,1999,-,-,-,-,-
renče - vogrsko,2000,-,-,-,-,-
renče - vogrsko,2001,-,-,-,-,-
renče - vogrsko,2002,-,-,-,-,-
renče - vogrsko,2003,-,-,-,-,-
renče - vogrsko,2004,-,-,-,-,-
renče - vogrsko,2005,-,-,-,-,-
renče - vogrsko,2006,-,-,-,-,-
renče - vogrsko,2007,-4,3,-19,-20,-4.6
renče - vogrsko,2008,1,-67,128,62,14.9
renče - vogrsko,2009,-5,32,19,46,10.7
renče - vogrsko,2010,21,-10,1,12,2.8
renče - vogrsko,2011,7,-22,-5,-20,-4.7
renče - vogrsko,2012,-11,29,6,24,5.6
renče - vogrsko,2013,12,-2,6,16,3.7
renče - vogrsko,2014,2,-29,0,-27,-6.3
renče - vogrsko,2015,16,-7,18,27,6.2
renče - vogrsko,2016,3,32,7,42,9.7
renče - vogrsko,2017,4,-62,1,-57,-13.2
renče - vogrsko,2018,-22,34,35,47,10.8
renče - vogrsko,2019,-25,28,15,18,4.1
renče - vogrsko,2020,-21,-14,49,14,3.2
renče - vogrsko,2021,-17,-9,18,-8,-1.8
renče - vogrsko,2022,-53,38,24,9,2
renče - vogrsko,2023,-29,46,19,36,8.2
rečica ob savinji,1995,-,-,-,-,...
rečica ob savinji,1996,-,-,-,-,...
rečica ob savinji,1997,-,-,-,-,-
rečica ob savinji,1998,-,-,-,-,-
rečica ob savinji,1999,-,-,-,-,-
rečica ob savinji,2000,-,-,-,-,-
rečica ob savinji,2001,-,-,-,-,-
rečica ob savinji,2002,-,-,-,-,-
rečica ob savinji,2003,-,-,-,-,-
rečica ob savinji,2004,-,-,-,-,-
rečica ob savinji,2005,-,-,-,-,-
rečica ob savinji,2006,-,-,-,-,-
rečica ob savinji,2007,7,-22,-2,-17,-7.3
rečica ob savinji,2008,7,-1,36,42,18.4
rečica ob savinji,2009,8,-6,5,7,3
rečica ob savinji,2010,16,-34,-2,-20,-8.7
rečica ob savinji,2011,3,-4,3,2,0.9
rečica ob savinji,2012,7,0,4,11,4.8
rečica ob savinji,2013,9,30,-6,33,14.1
rečica ob savinji,2014,2,13,-3,12,5.1
rečica ob savinji,2015,0,-14,-8,-22,-9.4
rečica ob savinji,2016,-3,-19,2,-20,-8.6
rečica ob savinji,2017,-11,-24,-5,-40,-17.5
rečica ob savinji,2018,-5,25,28,48,21.1
rečica ob savinji,2019,-9,-9,26,8,3.4
rečica ob savinji,2020,-5,1,33,29,12.2
rečica ob savinji,2021,-5,-40,14,-31,-13.2
rečica ob savinji,2022,-7,-18,21,-4,-1.7
rečica ob savinji,2023,-2,13,4,15,6.4
ribnica,1995,27,35,3,65,...
ribnica,1996,-20,36,-6,10,...
ribnica,1997,-1,10,3,12,1.1
ribnica,1998,23,42,-4,61,5.4
ribnica,1999,0,6,10,16,1.7
ribnica,2000,19,3,5,27,2.9
ribnica,2001,35,-9,5,31,3.4
ribnica,2002,-7,-19,1,-25,-2.7
ribnica,2003,-1,-47,-5,-53,-5.7
ribnica,2004,10,-19,-5,-14,-1.5
ribnica,2005,-13,13,23,23,2.5
ribnica,2006,21,-10,6,17,1.8
ribnica,2007,24,-33,46,37,4
ribnica,2008,35,79,62,176,19.1
ribnica,2009,-12,37,25,50,5.4
ribnica,2010,6,-27,2,-19,-2
ribnica,2011,1,-11,23,13,1.4
ribnica,2012,-1,-26,-1,-28,-3
ribnica,2013,4,21,11,36,3.9
ribnica,2014,6,-59,21,-32,-3.4
ribnica,2015,18,-18,28,28,3
ribnica,2016,5,3,36,44,4.7
ribnica,2017,27,-62,19,-16,-1.7
ribnica,2018,6,20,77,103,10.9
ribnica,2019,12,-49,88,51,5.4
ribnica,2020,-4,60,64,120,12.5
ribnica,2021,-47,65,17,35,3.6
ribnica,2022,-3,51,54,102,10.5
ribnica,2023,0,24,2,26,2.7
ribnica na pohorju,1995,-,-,-,-,...
ribnica na pohorju,1996,-,-,-,-,...
ribnica na pohorju,1997,-,-,-,-,-
ribnica na pohorju,1998,-,-,-,-,-
ribnica na pohorju,1999,-9,-12,-1,-22,-16.9
ribnica na pohorju,2000,0,7,-4,3,2.3
ribnica na pohorju,2001,-3,-6,0,-9,-6.9
ribnica na pohorju,2002,2,-5,-3,-6,-4.6
ribnica na pohorju,2003,-2,1,1,0,0
ribnica na pohorju,2004,-3,-9,1,-11,-8.5
ribnica na pohorju,2005,-3,2,-2,-3,-2.3
ribnica na pohorju,2006,-3,5,-3,-1,-0.8
ribnica na pohorju,2007,-2,-15,1,-16,-12.7
ribnica na pohorju,2008,5,1,0,6,4.8
ribnica na pohorju,2009,8,-9,-2,-3,-2.4
ribnica na pohorju,2010,-3,-16,0,-19,-15.2
ribnica na pohorju,2011,-5,-20,-1,-26,-21.3
ribnica na pohorju,2012,-1,-5,-1,-7,-5.8
ribnica na pohorju,2013,-2,1,-14,-15,-12.6
ribnica na pohorju,2014,-3,-5,1,-7,-5.9
ribnica na pohorju,2015,-4,8,1,5,4.2
ribnica na pohorju,2016,3,-5,1,-1,-0.8
ribnica na pohorju,2017,-3,-25,-3,-31,-26.2
ribnica na pohorju,2018,-1,-22,3,-20,-17.6
ribnica na pohorju,2019,-3,-15,6,-12,-10.7
ribnica na pohorju,2020,0,16,14,30,26.6
ribnica na pohorju,2021,-2,2,-2,-2,-1.7
ribnica na pohorju,2022,-1,-39,-3,-43,-38.3
ribnica na pohorju,2023,-8,-3,-2,-13,-11.9
rogatec,1995,-3,-7,10,0,...
rogatec,1996,7,-2,4,9,...
rogatec,1997,5,-2,19,22,6.9
rogatec,1998,7,20,12,39,12.2
rogatec,1999,-7,7,25,25,7.7
rogatec,2000,3,-12,0,-9,-2.8
rogatec,2001,8,-20,-5,-17,-5.2
rogatec,2002,-9,-20,4,-25,-7.6
rogatec,2003,-5,4,8,7,2.2
rogatec,2004,-2,-17,7,-12,-3.7
rogatec,2005,6,-14,25,17,5.3
rogatec,2006,-2,-10,2,-10,-3.1
rogatec,2007,4,-13,10,1,0.3
rogatec,2008,-3,-43,32,-14,-4.5
rogatec,2009,8,-20,34,22,7
rogatec,2010,11,-18,-16,-23,-7.3
rogatec,2011,15,-31,17,1,0.3
rogatec,2012,1,-15,0,-14,-4.4
rogatec,2013,8,-16,1,-7,-2.2
rogatec,2014,7,-35,10,-18,-5.8
rogatec,2015,4,-25,16,-5,-1.6
rogatec,2016,-5,-51,14,-42,-13.6
rogatec,2017,4,-13,3,-6,-2
rogatec,2018,19,-56,54,17,5.6
rogatec,2019,13,13,20,46,14.9
rogatec,2020,6,-25,48,29,9.3
rogatec,2021,-16,-66,-1,-83,-26.9
rogatec,2022,-12,-31,24,-19,-6.2
rogatec,2023,-5,14,6,15,5
rogaška slatina,1995,4,4,32,40,...
rogaška slatina,1996,12,-26,21,7,...
rogaška slatina,1997,22,19,22,63,5.9
rogaška slatina,1998,40,-34,-3,3,0.3
rogaška slatina,1999,15,-17,16,14,1.3
rogaška slatina,2000,11,30,11,52,4.9
rogaška slatina,2001,-7,-16,12,-11,-1
rogaška slatina,2002,-23,-10,35,2,0.2
rogaška slatina,2003,3,-7,8,4,0.4
rogaška slatina,2004,19,11,7,37,3.4
rogaška slatina,2005,10,6,54,70,6.5
rogaška slatina,2006,32,6,91,129,11.8
rogaška slatina,2007,23,-14,81,90,8.2
rogaška slatina,2008,23,-8,130,145,13.2
rogaška slatina,2009,27,-58,78,47,4.2
rogaška slatina,2010,18,-69,-58,-109,-9.9
rogaška slatina,2011,13,-54,39,-2,-0.2
rogaška slatina,2012,11,7,28,46,4.2
rogaška slatina,2013,14,-119,17,-88,-8
rogaška slatina,2014,6,8,30,44,4
rogaška slatina,2015,2,-89,21,-66,-6
rogaška slatina,2016,8,-21,48,35,3.2
rogaška slatina,2017,-3,15,-4,8,0.7
rogaška slatina,2018,-10,-72,135,53,4.8
rogaška slatina,2019,-15,8,79,72,6.5
rogaška slatina,2020,-31,20,200,189,16.9
rogaška slatina,2021,-68,104,77,113,9.9
rogaška slatina,2022,-1,16,171,186,16.2
rogaška slatina,2023,-1,-107,83,-25,-2.1
rogašovci,1995,-18,-4,1,-21,...
rogašovci,1996,-20,-12,-2,-34,...
rogašovci,1997,-15,-2,-1,-18,-5.1
rogašovci,1998,-18,-8,0,-26,-7.4
rogašovci,1999,-14,-6,-7,-27,-7.8
rogašovci,2000,-23,-12,-3,-38,-11
rogašovci,2001,-8,-4,-2,-14,-4.1
rogašovci,2002,-28,6,-3,-25,-7.3
rogašovci,2003,-29,16,0,-13,-3.8
rogašovci,2004,-17,-4,4,-17,-5
rogašovci,2005,-25,-20,-1,-46,-13.7
rogašovci,2006,-18,1,-3,-20,-6
rogašovci,2007,-20,10,4,-6,-1.8
rogašovci,2008,-17,15,-1,-3,-0.9
rogašovci,2009,-1,-32,-8,-41,-12.7
rogašovci,2010,-12,0,-1,-13,-4
rogašovci,2011,-11,20,-6,3,0.9
rogašovci,2012,-15,-11,-16,-42,-13.2
rogašovci,2013,-9,7,-11,-13,-4.1
rogašovci,2014,-14,-5,-14,-33,-10.5
rogašovci,2015,-10,0,-12,-22,-7.1
rogašovci,2016,-9,-14,-23,-46,-14.9
rogašovci,2017,5,21,-7,19,6.2
rogašovci,2018,-10,-12,-2,-24,-7.8
rogašovci,2019,-24,8,-20,-36,-11.7
rogašovci,2020,-36,8,120,92,30.2
rogašovci,2021,-18,19,6,7,2.2
rogašovci,2022,-11,5,-16,-22,-7.1
rogašovci,2023,-9,-17,-2,-28,-9
ruše,1995,-6,46,8,48,...
ruše,1996,-2,12,5,15,...
ruše,1997,-27,-24,3,-48,-3.2
ruše,1998,5,14,0,19,1.3
ruše,1999,-12,29,-2,15,2.1
ruše,2000,-39,25,-7,-21,-2.9
ruše,2001,10,14,-1,23,3.2
ruše,2002,-22,22,-7,-7,-1
ruše,2003,-6,7,7,8,1.1
ruše,2004,-16,46,7,37,5
ruše,2005,-2,29,7,34,4.6
ruše,2006,-12,-10,-1,-23,-3.1
ruše,2007,-14,3,43,32,4.3
ruše,2008,-4,-50,21,-33,-4.5
ruše,2009,16,-101,22,-63,-8.6
ruše,2010,0,40,-8,32,4.4
ruše,2011,6,-73,4,-63,-8.6
ruše,2012,-10,-35,-5,-50,-6.9
ruše,2013,0,-30,-2,-32,-4.4
ruše,2014,-1,-19,-10,-30,-4.2
ruše,2015,-12,17,-16,-11,-1.5
ruše,2016,-20,-37,-17,-74,-10.4
ruše,2017,0,10,3,13,1.8
ruše,2018,-22,-1,7,-16,-2.3
ruše,2019,-16,-51,13,-54,-7.7
ruše,2020,-39,-8,81,34,4.9
ruše,2021,-47,71,11,35,5
ruše,2022,-26,34,34,42,5.9
ruše,2023,-26,-14,64,24,3.4
selnica ob dravi,1995,-,-,-,-,...
selnica ob dravi,1996,-,-,-,-,...
selnica ob dravi,1997,-,-,-,-,-
selnica ob dravi,1998,-,-,-,-,-
selnica ob dravi,1999,-15,-10,2,-23,-5
selnica ob dravi,2000,-1,11,-2,8,1.7
selnica ob dravi,2001,-11,0,-2,-13,-2.8
selnica ob dravi,2002,-5,1,0,-4,-0.9
selnica ob dravi,2003,-7,-21,-1,-29,-6.3
selnica ob dravi,2004,-1,-15,0,-16,-3.5
selnica ob dravi,2005,-16,11,11,6,1.3
selnica ob dravi,2006,-4,12,14,22,4.8
selnica ob dravi,2007,-18,-1,6,-13,-2.9
selnica ob dravi,2008,7,24,6,37,8.1
selnica ob dravi,2009,11,-54,14,-29,-6.4
selnica ob dravi,2010,-4,1,-9,-12,-2.7
selnica ob dravi,2011,15,-9,13,19,4.2
selnica ob dravi,2012,12,-23,-7,-18,-4
selnica ob dravi,2013,-10,-53,-10,-73,-16.3
selnica ob dravi,2014,7,57,-1,63,14
selnica ob dravi,2015,9,-8,1,2,0.4
selnica ob dravi,2016,-15,-36,-1,-52,-11.6
selnica ob dravi,2017,15,-4,-1,10,2.2
selnica ob dravi,2018,-6,19,1,14,3.1
selnica ob dravi,2019,2,-25,20,-3,-0.7
selnica ob dravi,2020,-20,51,37,68,14.9
selnica ob dravi,2021,-23,-26,6,-43,-9.5
selnica ob dravi,2022,-13,-21,0,-34,-7.6
selnica ob dravi,2023,-11,-19,17,-13,-2.9
semič,1995,-3,16,3,16,...
semič,1996,3,3,0,6,...
semič,1997,11,4,-1,14,3.6
semič,1998,-4,6,3,5,1.3
semič,1999,4,-24,-2,-22,-5.7
semič,2000,3,-11,1,-7,-1.8
semič,2001,3,-4,-18,-19,-4.9
semič,2002,7,5,-8,4,1
semič,2003,8,-8,2,2,0.5
semič,2004,-5,1,0,-4,-1
semič,2005,-1,23,13,35,9.1
semič,2006,-1,16,6,21,5.4
semič,2007,1,14,12,27,6.9
semič,2008,18,-70,11,-41,-10.7
semič,2009,-1,-49,10,-40,-10.6
semič,2010,15,58,10,83,21.6
semič,2011,22,-8,-2,12,3.1
semič,2012,13,-56,-2,-45,-11.7
semič,2013,9,-38,2,-27,-7.1
semič,2014,18,-29,4,-7,-1.8
semič,2015,-2,-16,0,-18,-4.8
semič,2016,12,7,-1,18,4.7
semič,2017,0,-35,-1,-36,-9.5
semič,2018,24,8,27,59,15.7
semič,2019,1,-6,44,39,10.2
semič,2020,3,-10,23,16,4.1
semič,2021,-10,-13,7,-16,-4.1
semič,2022,-4,-39,10,-33,-8.6
semič,2023,5,-26,24,3,0.8
sevnica,1995,-15,-4,18,-1,...
sevnica,1996,-11,14,5,8,...
sevnica,1997,-22,-9,1,-30,-1.7
sevnica,1998,-24,6,19,1,0.1
sevnica,1999,-61,-4,11,-54,-3.1
sevnica,2000,-29,-25,43,-11,-0.6
sevnica,2001,-43,-5,1,-47,-2.7
sevnica,2002,-32,8,39,15,0.9
sevnica,2003,-25,-41,61,-5,-0.3
sevnica,2004,-30,-38,5,-63,-3.6
sevnica,2005,-39,-33,65,-7,-0.4
sevnica,2006,-30,-21,53,2,0.1
sevnica,2007,-68,19,80,31,1.8
sevnica,2008,-39,-146,189,4,0.2
sevnica,2009,-82,36,26,-20,-1.1
sevnica,2010,-50,13,-21,-58,-3.3
sevnica,2011,-57,22,4,-31,-1.8
sevnica,2012,-94,-53,43,-104,-5.9
sevnica,2013,-58,-13,22,-49,-2.8
sevnica,2014,-33,77,23,67,3.8
sevnica,2015,-67,42,53,28,1.6
sevnica,2016,-98,29,27,-42,-2.4
sevnica,2017,-54,63,-21,-12,-0.7
sevnica,2018,-87,-1,179,91,5.2
sevnica,2019,-85,10,176,101,5.7
sevnica,2020,-90,-54,150,6,0.3
sevnica,2021,-96,119,7,30,1.7
sevnica,2022,-131,24,90,-17,-1
sevnica,2023,-57,-84,120,-21,-1.2
sežana,1995,-30,1,7,-22,...
sežana,1996,10,36,3,49,...
sežana,1997,-28,-1,3,-26,-2.2
sežana,1998,-51,-2,-56,-109,-9.2
sežana,1999,-38,43,40,45,3.8
sežana,2000,-43,47,33,37,3.1
sežana,2001,-30,10,8,-12,-1
sežana,2002,-50,32,73,55,4.6
sežana,2003,-24,7,86,69,5.7
sežana,2004,-47,1,-9,-55,-4.6
sežana,2005,-24,-22,67,21,1.8
sežana,2006,-4,34,153,183,15.1
sežana,2007,-23,0,271,248,19.9
sežana,2008,4,50,288,342,27.1
sežana,2009,-35,131,171,267,20.8
sežana,2010,-28,-12,46,6,0.5
sežana,2011,17,82,95,194,15
sežana,2012,-4,-89,45,-48,-3.7
sežana,2013,-25,-10,84,49,3.8
sežana,2014,-37,-4,43,2,0.2
sežana,2015,-10,-26,108,72,5.5
sežana,2016,-48,2,122,76,5.8
sežana,2017,-38,13,63,38,2.9
sežana,2018,-41,-11,201,149,11.2
sežana,2019,-41,-3,167,123,9.1
sežana,2020,-78,-2,319,239,17.4
sežana,2021,-52,-5,102,45,3.3
sežana,2022,-56,37,14,-5,-0.4
sežana,2023,-53,82,-15,14,1
slovenia,1995,12,0,1415,1427,...
slovenia,1996,168,0,697,865,...
slovenia,1997,-763,0,286,-477,-0.2
slovenia,1998,-1183,0,-2105,-3288,-1.7
slovenia,1999,-1352,0,2335,983,0.5
slovenia,2000,-408,0,2615,2207,1.1
slovenia,2001,-1031,0,2992,1961,1
slovenia,2002,-1200,0,1865,665,0.3
slovenia,2003,-2130,0,3412,1282,0.6
slovenia,2004,-562,0,1902,1340,0.7
slovenia,2005,-668,0,6436,5768,2.9
slovenia,2006,752,0,6267,7019,3.5
slovenia,2007,1239,0,14250,15489,7.7
slovenia,2008,3509,0,18584,22093,10.9
