obcina,leto,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population
murska sobota,2011,-62,9,11,-42,-2.2
murska sobota,2012,-72,-21,-34,-127,-6.6
murska sobota,2013,-71,-71,-32,-174,-9.1
murska sobota,2014,-64,65,-38,-37,-2
murska sobota,2015,-71,61,-41,-51,-2.7
murska sobota,2016,-49,28,-33,-54,-2.9
murska sobota,2017,-73,-14,-52,-139,-7.4
murska sobota,2018,-64,14,45,-5,-0.3
murska sobota,2019,-87,74,42,29,1.5
murska sobota,2020,-182,-99,142,-139,-7.4
murska sobota,2021,-131,34,18,-79,-4.3
murska sobota,2022,-97,107,118,128,6.9
murska sobota,2023,-122,22,30,-70,-3.8
muta,1995,3,6,-4,5,...
muta,1996,9,-8,2,3,...
muta,1997,6,21,1,28,7.4
muta,1998,25,-27,-1,-3,-0.8
muta,1999,-2,0,-3,-5,-1.3
muta,2000,9,-17,-1,-9,-2.4
muta,2001,5,-12,-3,-10,-2.7
muta,2002,-3,-26,-8,-37,-9.9
muta,2003,-6,-13,-1,-20,-5.4
muta,2004,-2,-10,-7,-19,-5.1
muta,2005,0,3,3,6,1.6
muta,2006,3,-14,-2,-13,-3.5
muta,2007,1,-5,-6,-10,-2.7
muta,2008,5,-37,-6,-38,-10.7
muta,2009,1,-36,-3,-38,-10.7
muta,2010,13,-20,-3,-10,-2.8
muta,2011,10,-28,-3,-21,-6
muta,2012,0,-25,-5,-30,-8.6
muta,2013,0,-31,-2,-33,-9.6
muta,2014,20,-31,-12,-23,-6.7
muta,2015,1,-26,-10,-35,-10.4
muta,2016,22,12,-9,25,7.4
muta,2017,-1,4,-10,-7,-2.1
muta,2018,6,-12,7,1,0.3
muta,2019,5,-5,28,28,8.2
muta,2020,-2,-17,20,1,0.3
muta,2021,-7,-32,26,-13,-3.8
muta,2022,1,-7,1,-5,-1.5
muta,2023,-2,-44,14,-32,-9.5
naklo,1995,15,21,-2,34,...
naklo,1996,14,15,0,29,...
naklo,1997,23,17,0,40,8.4
naklo,1998,9,-20,5,-6,-1.3
naklo,1999,14,11,-5,20,4.1
naklo,2000,13,47,7,67,13.8
naklo,2001,12,28,-1,39,8
naklo,2002,13,32,5,50,10.1
naklo,2003,11,18,3,32,6.4
naklo,2004,14,18,-9,23,4.6
naklo,2005,16,-26,0,-10,-2
naklo,2006,34,15,12,61,12.1
naklo,2007,27,-4,37,60,11.7
naklo,2008,39,-9,25,55,10.7
naklo,2009,43,-4,15,54,10.4
naklo,2010,22,7,-3,26,5
naklo,2011,29,-11,8,26,4.9
naklo,2012,22,24,10,56,10.6
naklo,2013,13,-53,-8,-48,-9
naklo,2014,-7,12,8,13,2.5
naklo,2015,8,-28,3,-17,-3.2
naklo,2016,2,50,16,68,12.8
naklo,2017,-4,37,-9,24,4.5
naklo,2018,-4,0,46,42,7.8
naklo,2019,-4,-88,57,-35,-6.5
naklo,2020,-20,14,51,45,8.3
naklo,2021,-2,-62,3,-61,-11.3
naklo,2022,-20,69,55,104,19.1
naklo,2023,-7,-25,9,-23,-4.2
nazarje,1995,7,7,2,16,...
nazarje,1996,-1,-9,1,-9,...
nazarje,1997,0,-5,0,-5,-2
nazarje,1998,4,5,-1,8,3.2
nazarje,1999,-1,-8,-2,-11,-4
nazarje,2000,-6,-4,-3,-13,-4.8
nazarje,2001,0,20,-1,19,7
nazarje,2002,-5,-7,-2,-14,-5.2
nazarje,2003,-19,-8,-6,-33,-12.2
nazarje,2004,-10,-6,-1,-17,-6.4
nazarje,2005,-9,-4,0,-13,-4.9
nazarje,2006,-5,-14,1,-18,-6.8
nazarje,2007,5,26,2,33,12.4
nazarje,2008,-1,-24,7,-18,-6.9
nazarje,2009,1,-34,15,-18,-7
nazarje,2010,2,16,-1,17,6.5
nazarje,2011,1,-16,20,5,1.9
nazarje,2012,6,-7,21,20,7.7
nazarje,2013,-7,-47,4,-50,-19.2
nazarje,2014,6,-15,14,5,1.9
nazarje,2015,0,-7,11,4,1.6
nazarje,2016,6,-20,14,0,0
nazarje,2017,1,-15,21,7,2.7
nazarje,2018,14,-8,28,34,13.1
nazarje,2019,8,-12,21,17,6.5
nazarje,2020,6,-49,15,-28,-10.6
nazarje,2021,-5,45,29,69,26.1
nazarje,2022,2,-15,0,-13,-4.9
nazarje,2023,-3,6,13,16,6
nova gorica,1995,16,-20,19,15,...
nova gorica,1996,-11,-23,7,-27,...
nova gorica,1997,-20,-74,6,-88,-2.1
nova gorica,1998,-80,-34,-228,-342,-8
nova gorica,1999,-25,-46,193,122,3.4
nova gorica,2000,-74,-21,120,25,0.7
nova gorica,2001,-3,-34,52,15,0.4
nova gorica,2002,-29,-126,136,-19,-0.5
nova gorica,2003,-58,-74,156,24,0.7
nova gorica,2004,-42,-144,97,-89,-2.5
nova gorica,2005,-14,-72,244,158,4.4
nova gorica,2006,-18,-97,173,58,1.6
nova gorica,2007,44,-119,593,518,16.2
nova gorica,2008,18,-162,407,263,8.3
nova gorica,2009,-24,-149,260,87,2.7
nova gorica,2010,45,-63,21,3,0.1
nova gorica,2011,37,-203,39,-127,-4
nova gorica,2012,2,-96,27,-67,-2.1
nova gorica,2013,-32,-175,45,-162,-5.1
nova gorica,2014,-42,0,64,22,0.7
nova gorica,2015,-65,40,37,12,0.4
nova gorica,2016,-27,-33,87,27,0.8
nova gorica,2017,-68,-128,10,-186,-5.9
nova gorica,2018,-51,-127,335,157,5
nova gorica,2019,-94,-118,299,87,2.7
nova gorica,2020,-121,-126,225,-22,-0.7
nova gorica,2021,-92,-16,81,-27,-0.8
nova gorica,2022,-142,-33,385,210,6.6
nova gorica,2023,-111,-102,138,-75,-2.3
novo mesto,1995,61,-54,27,34,...
novo mesto,1996,136,19,-2,153,...
novo mesto,1997,92,56,8,156,3
novo mesto,1998,96,-66,-139,-109,-2.1
novo mesto,1999,78,-36,54,96,2.3
novo mesto,2000,62,-32,50,80,1.9
novo mesto,2001,78,-34,-48,-4,-0.1
novo mesto,2002,101,-71,40,70,1.7
novo mesto,2003,71,-14,102,159,3.8
novo mesto,2004,29,0,66,95,2.3
novo mesto,2005,24,-101,195,118,2.8
novo mesto,2006,163,-47,202,318,7.6
novo mesto,2007,100,-28,426,498,14
novo mesto,2008,122,-259,555,418,11.8
novo mesto,2009,71,-49,371,393,11
novo mesto,2010,176,84,70,330,9.1
novo mesto,2011,140,-97,46,89,2.5
novo mesto,2012,124,-200,-20,-96,-2.6
novo mesto,2013,119,-76,3,46,1.3
novo mesto,2014,125,-80,-9,36,1
novo mesto,2015,77,-27,79,129,3.5
novo mesto,2016,100,-152,-19,-71,-1.9
novo mesto,2017,62,22,18,102,2.8
novo mesto,2018,71,-150,614,535,14.6
novo mesto,2019,54,-88,571,537,14.4
novo mesto,2020,1,-344,164,-179,-4.8
novo mesto,2021,63,12,117,192,5.1
novo mesto,2022,35,117,293,445,11.8
novo mesto,2023,0,87,190,277,7.3
odranci,1995,-7,5,0,-2,...
odranci,1996,-9,-5,0,-14,...
odranci,1997,-7,-4,0,-11,-6.3
odranci,1998,2,1,0,3,1.7
odranci,1999,8,7,0,15,8.6
odranci,2000,-4,-5,-1,-10,-5.8
odranci,2001,-5,2,-3,-6,-3.4
odranci,2002,-3,-20,-1,-24,-13.9
odranci,2003,-5,-8,1,-12,-7
odranci,2004,2,-8,-1,-7,-4.1
odranci,2005,-1,1,2,2,1.2
odranci,2006,-8,0,0,-8,-4.7
odranci,2007,1,10,2,13,7.6
odranci,2008,9,-3,-6,0,0
odranci,2009,10,-12,-2,-4,-2.4
odranci,2010,7,1,-3,5,2.9
odranci,2011,-5,-20,-2,-27,-16
odranci,2012,0,-13,-14,-27,-16.3
odranci,2013,6,-12,-3,-9,-5.5
odranci,2014,6,18,-1,23,14
odranci,2015,3,-9,-8,-14,-8.5
odranci,2016,-9,5,-2,-6,-3.7
odranci,2017,4,-3,-12,-11,-6.7
odranci,2018,-6,18,8,20,12.2
odranci,2019,9,-19,2,-8,-4.9
odranci,2020,-15,-1,4,-12,-7.4
odranci,2021,-7,-20,1,-26,-16.1
odranci,2022,-8,22,-3,11,6.9
odranci,2023,0,-11,-4,-15,-9.3
oplotnica,1995,-,-,-,-,...
oplotnica,1996,-,-,-,-,...
oplotnica,1997,-,-,-,-,-
oplotnica,1998,-,-,-,-,-
oplotnica,1999,-4,-1,-4,-9,-2.3
oplotnica,2000,2,24,-2,24,6.1
oplotnica,2001,-6,8,1,3,0.8
oplotnica,2002,-6,-8,-2,-16,-4
oplotnica,2003,-2,8,-12,-6,-1.5
oplotnica,2004,3,11,0,14,3.5
oplotnica,2005,-3,0,-4,-7,-1.8
oplotnica,2006,-4,8,0,4,1
oplotnica,2007,-4,13,-1,8,2
oplotnica,2008,17,-24,0,-7,-1.8
oplotnica,2009,6,-11,6,1,0.3
oplotnica,2010,20,11,-16,15,3.8
oplotnica,2011,10,10,11,31,7.8
oplotnica,2012,18,11,-2,27,6.7
oplotnica,2013,20,-15,-3,2,0.5
oplotnica,2014,12,6,-2,16,3.9
oplotnica,2015,11,15,4,30,7.4
oplotnica,2016,7,19,-3,23,5.6
oplotnica,2017,3,-4,2,1,0.2
oplotnica,2018,12,1,5,18,4.4
oplotnica,2019,22,-9,6,19,4.6
oplotnica,2020,10,-12,11,9,2.2
oplotnica,2021,-7,-10,-2,-19,-4.6
oplotnica,2022,-5,7,18,20,4.8
oplotnica,2023,-2,23,8,29,7
ormož,1995,-12,-31,8,-35,...
ormož,1996,-14,15,17,18,...
ormož,1997,-42,19,14,-9,-0.5
ormož,1998,-47,24,23,0,0
ormož,1999,-28,20,0,-8,-0.5
ormož,2000,-36,31,12,7,0.4
ormož,2001,-42,17,23,-2,-0.1
ormož,2002,-54,22,8,-24,-1.4
ormož,2003,-47,-13,11,-49,-2.8
ormož,2004,-50,19,11,-20,-1.1
ormož,2005,-54,-23,34,-43,-2.4
ormož,2006,-30,-2,14,-18,-1
ormož,2007,-45,-6,23,-28,-2.1
ormož,2008,-33,-48,-241,-322,-25.3
ormož,2009,-15,-24,23,-16,-1.3
ormož,2010,-11,9,-10,-12,-0.9
ormož,2011,-34,-18,-1,-53,-4.2
ormož,2012,-27,0,-21,-48,-3.8
ormož,2013,-50,-31,-25,-106,-8.5
ormož,2014,-41,32,-3,-12,-1
ormož,2015,-22,-54,-17,-93,-7.5
ormož,2016,-69,-12,-22,-103,-8.4
ormož,2017,-54,-38,-7,-99,-8.1
ormož,2018,-68,-107,6,-169,-14
ormož,2019,-45,-2,12,-35,-2.9
ormož,2020,-78,-15,75,-18,-1.5
ormož,2021,-76,70,3,-3,-0.3
ormož,2022,-59,38,37,16,1.4
ormož,2023,-64,-17,-16,-97,-8.2
osilnica,1995,-5,8,3,6,...
osilnica,1996,-7,3,7,3,...
osilnica,1997,-4,-3,0,-7,-16.3
osilnica,1998,-5,1,-2,-6,-14.2
osilnica,1999,-9,-1,-1,-11,-26.2
osilnica,2000,-2,-1,1,-2,-5
osilnica,2001,-10,-2,1,-11,-27.4
osilnica,2002,-5,3,5,3,7.4
osilnica,2003,0,13,4,17,40.2
osilnica,2004,-5,1,-1,-5,-11.5
osilnica,2005,1,0,-1,0,0
osilnica,2006,-4,5,4,5,11.8
osilnica,2007,-9,-5,-2,-16,-37.4
osilnica,2008,-3,-9,11,-1,-2.5
osilnica,2009,-4,-16,8,-12,-29.9
osilnica,2010,-2,1,2,1,2.5
osilnica,2011,2,-2,4,4,10
osilnica,2012,-1,-6,-5,-12,-29.1
osilnica,2013,-4,-5,0,-9,-23.3
osilnica,2014,-3,-7,-3,-13,-34.8
osilnica,2015,-2,-2,2,-2,-5.3
osilnica,2016,2,4,1,7,18.9
osilnica,2017,-6,-2,1,-7,-19
osilnica,2018,1,-4,1,-2,-5.5
osilnica,2019,-4,-4,-8,-16,-43.7
osilnica,2020,-3,-16,-6,-25,-72
osilnica,2021,-7,1,0,-6,-18.5
osilnica,2022,1,15,2,18,54.5
osilnica,2023,-3,-2,-3,-8,-23.7
pesnica,1995,-13,17,-3,1,...
pesnica,1996,-18,48,9,39,...
pesnica,1997,-31,71,-3,37,5.3
pesnica,1998,-18,50,-4,28,4
pesnica,1999,5,35,0,40,5.6
pesnica,2000,-4,96,2,94,13.1
pesnica,2001,15,57,18,90,12.3
pesnica,2002,-16,58,17,59,8
pesnica,2003,16,61,15,92,12.4
pesnica,2004,-2,15,-4,9,1.2
pesnica,2005,-33,-7,6,-34,-4.6
pesnica,2006,4,45,42,91,12.2
pesnica,2007,-32,46,16,30,4
pesnica,2008,-32,20,-31,-43,-5.7
pesnica,2009,-19,41,15,37,4.9
pesnica,2010,-14,18,3,7,0.9
pesnica,2011,-39,17,-18,-40,-5.3
pesnica,2012,-10,39,-1,28,3.7
pesnica,2013,-37,2,-15,-50,-6.6
pesnica,2014,-40,53,0,13,1.7
pesnica,2015,-54,-46,-23,-123,-16.5
pesnica,2016,-42,32,-13,-23,-3.1
pesnica,2017,-44,33,14,3,0.4
pesnica,2018,-88,44,11,-33,-4.5
pesnica,2019,-69,67,81,79,10.7
pesnica,2020,-77,87,84,94,12.6
pesnica,2021,-67,128,8,69,9.2
pesnica,2022,-68,62,43,37,4.9
pesnica,2023,-46,105,46,105,13.7
piran/pirano,1995,-33,-49,63,-19,...
piran/pirano,1996,-10,-2,19,7,...
piran/pirano,1997,-10,-12,-1,-23,-1.3
piran/pirano,1998,-46,-50,-18,-114,-6.6
piran/pirano,1999,-12,-29,45,4,0.2
piran/pirano,2000,-11,-28,51,12,0.7
piran/pirano,2001,-43,-38,117,36,2.1
piran/pirano,2002,-25,-24,10,-39,-2.2
piran/pirano,2003,-42,-40,48,-34,-1.9
piran/pirano,2004,-49,-42,14,-77,-4.4
piran/pirano,2005,-35,-41,71,-5,-0.3
piran/pirano,2006,-12,-86,6,-92,-5.3
piran/pirano,2007,0,-110,144,34,2
piran/pirano,2008,15,-199,170,-14,-0.8
piran/pirano,2009,-42,288,225,471,26.8
piran/pirano,2010,-28,17,-9,-20,-1.1
piran/pirano,2011,7,-81,-4,-78,-4.4
piran/pirano,2012,-5,55,188,238,13.5
piran/pirano,2013,-52,-72,-7,-131,-7.4
piran/pirano,2014,-6,65,46,105,5.9
piran/pirano,2015,-69,-16,53,-32,-1.8
piran/pirano,2016,-39,-96,88,-47,-2.6
piran/pirano,2017,-13,-125,11,-127,-7.2
piran/pirano,2018,-53,-42,121,26,1.5
piran/pirano,2019,-33,-97,130,0,0
piran/pirano,2020,-73,425,381,733,40.5
piran/pirano,2021,-54,114,-49,11,0.6
piran/pirano,2022,-126,-354,274,-206,-11.3
piran/pirano,2023,-89,-236,187,-138,-7.6
pivka,1995,-16,1,5,-10,...
pivka,1996,-4,15,1,12,...
pivka,1997,-28,18,6,-4,-0.7
pivka,1998,-29,14,-8,-23,-3.9
pivka,1999,-15,9,4,-2,-0.3
pivka,2000,1,13,-1,13,2.2
pivka,2001,-7,15,7,15,2.5
pivka,2002,-16,-17,17,-16,-2.7
pivka,2003,-19,-30,-1,-50,-8.4
pivka,2004,1,-22,12,-9,-1.5
pivka,2005,-23,17,25,19,3.2
pivka,2006,-15,1,42,28,4.7
pivka,2007,-5,24,22,41,6.8
pivka,2008,16,-20,56,52,8.7
pivka,2009,5,-96,24,-67,-11.2
pivka,2010,26,13,-1,38,6.4
pivka,2011,32,-17,-3,12,2
pivka,2012,20,32,14,66,11
pivka,2013,27,-32,-1,-6,-1
pivka,2014,4,-10,6,0,0
pivka,2015,17,-29,36,24,4
pivka,2016,19,-15,4,8,1.3
pivka,2017,7,-34,0,-27,-4.5
pivka,2018,7,45,65,117,19.1
pivka,2019,14,-32,52,34,5.5
pivka,2020,-8,-21,20,-9,-1.5
pivka,2021,15,14,27,56,9
pivka,2022,-10,-33,35,-8,-1.3
pivka,2023,-7,-78,18,-67,-10.9
podlehnik,1995,-,-,-,-,...
podlehnik,1996,-,-,-,-,...
podlehnik,1997,-,-,-,-,-
podlehnik,1998,-,-,-,-,-
podlehnik,1999,-17,-1,1,-17,-8.8
podlehnik,2000,-10,15,-2,3,1.6
podlehnik,2001,-10,5,0,-5,-2.6
podlehnik,2002,2,17,1,20,10.4
podlehnik,2003,-12,-7,3,-16,-8.3
podlehnik,2004,-9,-7,3,-13,-6.7
podlehnik,2005,9,4,3,16,8.3
podlehnik,2006,-7,19,-1,11,5.6
podlehnik,2007,-13,-5,2,-16,-8.2
podlehnik,2008,1,-17,4,-12,-6.2
podlehnik,2009,-9,-11,3,-17,-9
podlehnik,2010,7,6,-7,6,3.2
podlehnik,2011,-20,-13,0,-33,-17.6
podlehnik,2012,0,22,-7,15,7.9
podlehnik,2013,-5,-7,-1,-13,-7
podlehnik,2014,-2,-32,-8,-42,-22.9
podlehnik,2015,-6,5,5,4,2.2
podlehnik,2016,-3,-12,77,62,34.3
podlehnik,2017,-3,-17,5,-15,-8
podlehnik,2018,1,-10,-33,-42,-22.6
podlehnik,2019,2,22,-41,-17,-9.5
podlehnik,2020,0,40,8,48,26.3
podlehnik,2021,-6,7,-2,-1,-0.5
podlehnik,2022,-3,-34,12,-25,-13.7
podlehnik,2023,-6,17,0,11,6
podvelka,1995,-24,-26,-1,-51,...
podvelka,1996,-13,-9,-2,-24,...
podvelka,1997,-23,-4,-2,-29,-6.9
podvelka,1998,-22,10,0,-12,-2.9
podvelka,1999,-18,-11,0,-29,-10.2
podvelka,2000,2,-23,-5,-26,-9.2
podvelka,2001,-18,-22,-1,-41,-14.7
podvelka,2002,-5,-7,1,-11,-4
podvelka,2003,-11,2,4,-5,-1.8
podvelka,2004,-13,4,-1,-10,-3.6
podvelka,2005,-19,-6,2,-23,-8.4
podvelka,2006,-11,-13,11,-13,-4.8
podvelka,2007,11,-19,3,-5,-1.9
podvelka,2008,-3,-33,-8,-44,-16.8
podvelka,2009,1,-47,0,-46,-17.6
podvelka,2010,-1,-34,-2,-37,-14.4
podvelka,2011,-9,-8,-3,-20,-7.9
podvelka,2012,-10,-19,-2,-31,-12.4
podvelka,2013,-10,-45,1,-54,-22
podvelka,2014,-2,-36,-7,-45,-18.6
podvelka,2015,-7,-17,-5,-29,-12.1
podvelka,2016,-7,3,-3,-7,-3
podvelka,2017,15,-12,-10,-7,-3
podvelka,2018,-5,1,1,-3,-1.3
podvelka,2019,-9,-15,8,-16,-6.8
podvelka,2020,-8,16,15,23,9.8
podvelka,2021,-7,-20,-2,-29,-12.4
podvelka,2022,-13,-28,10,-31,-13.4
podvelka,2023,-23,-27,-2,-52,-22.9
podčetrtek,1995,-19,-11,18,-12,...
podčetrtek,1996,-24,-1,4,-21,...
podčetrtek,1997,-23,35,16,28,5.8
podčetrtek,1998,-16,8,12,4,0.8
podčetrtek,1999,-8,-11,11,-8,-2.4
podčetrtek,2000,-14,3,1,-10,-3
podčetrtek,2001,-13,0,-10,-23,-7
podčetrtek,2002,-9,26,5,22,6.7
podčetrtek,2003,-6,19,7,20,6
podčetrtek,2004,-18,32,-1,13,3.9
podčetrtek,2005,-21,15,3,-3,-0.9
podčetrtek,2006,-30,21,4,-5,-1.5
podčetrtek,2007,-8,-3,4,-7,-2.1
podčetrtek,2008,2,-3,9,8,2.4
podčetrtek,2009,7,-4,12,15,4.5
podčetrtek,2010,5,17,-6,16,4.8
podčetrtek,2011,6,-3,-1,2,0.6
podčetrtek,2012,0,-6,2,-4,-1.2
podčetrtek,2013,-6,-2,3,-5,-1.5
podčetrtek,2014,-3,-8,13,2,0.6
podčetrtek,2015,10,-2,-1,7,2.1
podčetrtek,2016,5,18,6,29,8.7
podčetrtek,2017,-4,15,-10,1,0.3
podčetrtek,2018,4,48,26,78,22.9
podčetrtek,2019,12,-5,8,15,4.4
podčetrtek,2020,-5,109,60,164,46.5
podčetrtek,2021,-8,35,19,46,12.7
podčetrtek,2022,0,-79,21,-58,-16
podčetrtek,2023,0,-5,27,22,6.1
poljčane,1995,-,-,-,-,...
poljčane,1996,-,-,-,-,...
poljčane,1997,-,-,-,-,-
poljčane,1998,-,-,-,-,-
poljčane,1999,-,-,-,-,-
poljčane,2000,-,-,-,-,-
poljčane,2001,-,-,-,-,-
poljčane,2002,-,-,-,-,-
poljčane,2003,-,-,-,-,-
poljčane,2004,-,-,-,-,-
poljčane,2005,-,-,-,-,-
poljčane,2006,-,-,-,-,-
poljčane,2007,3,-10,-20,-27,-6.2
poljčane,2008,-22,3,22,3,0.7
poljčane,2009,-48,99,19,70,15.4
poljčane,2010,-34,35,0,1,0.2
poljčane,2011,-54,73,-7,12,2.6
poljčane,2012,-43,56,-34,-21,-4.6
poljčane,2013,-70,2,-18,-86,-19.1
poljčane,2014,-27,6,3,-18,-4
poljčane,2015,-28,9,-12,-31,-7
poljčane,2016,-59,75,-6,10,2.3
poljčane,2017,-57,-1,-15,-73,-16.5
poljčane,2018,-31,90,12,71,16.2
poljčane,2019,-61,63,14,16,3.6
poljčane,2020,-58,63,17,22,4.9
poljčane,2021,-50,57,13,20,4.5
poljčane,2022,-52,-17,10,-59,-13.2
poljčane,2023,-84,53,-2,-33,-7.5
polzela,1995,-,-,-,-,...
polzela,1996,-,-,-,-,...
polzela,1997,-,-,-,-,-
polzela,1998,-,-,-,-,-
polzela,1999,5,24,-1,28,5.4
polzela,2000,9,25,3,37,7.1
polzela,2001,-19,50,3,34,6.5
polzela,2002,2,38,-2,38,7.2
polzela,2003,-4,17,9,22,4.1
polzela,2004,-6,62,28,84,15.7
polzela,2005,17,70,14,101,18.6
polzela,2006,21,37,8,66,11.9
polzela,2007,13,29,30,72,12.9
polzela,2008,3,152,40,195,33.9
polzela,2009,-30,64,24,58,9.8
polzela,2010,-53,96,-1,42,7.1
polzela,2011,-24,28,-11,-7,-1.2
polzela,2012,-24,79,-16,39,6.5
polzela,2013,-25,81,9,65,10.8
polzela,2014,-29,58,-5,24,3.9
polzela,2015,-43,98,-5,50,8.2
polzela,2016,-39,71,9,41,6.7
polzela,2017,-46,57,-16,-5,-0.8
polzela,2018,-50,59,12,21,3.4
polzela,2019,-29,88,7,66,10.6
polzela,2020,-58,102,32,76,12
polzela,2021,-51,111,13,73,11.5
polzela,2022,-50,44,22,16,2.5
polzela,2023,-49,102,6,59,9.2
postojna,1995,-5,101,10,106,...
postojna,1996,8,57,16,81,...
postojna,1997,-8,14,3,9,0.6
postojna,1998,5,31,-64,-28,-2
postojna,1999,-8,55,62,109,7.5
postojna,2000,-13,22,58,67,4.6
postojna,2001,2,14,43,59,4
postojna,2002,-20,17,17,14,1
postojna,2003,10,15,72,97,6.6
postojna,2004,1,27,-6,22,1.5
postojna,2005,10,19,10,39,2.6
postojna,2006,8,7,89,104,7
postojna,2007,18,58,264,340,22.6
postojna,2008,49,30,165,244,15.8
postojna,2009,40,115,85,240,15.4
postojna,2010,23,6,47,76,4.8
postojna,2011,71,-39,-14,18,1.1
postojna,2012,32,-9,17,40,2.5
postojna,2013,56,3,71,130,8.2
postojna,2014,34,55,19,108,6.8
postojna,2015,34,-23,71,82,5.1
postojna,2016,15,32,61,108,6.7
postojna,2017,27,-45,53,35,2.2
postojna,2018,-14,-102,100,-16,-1
postojna,2019,1,9,237,247,15.1
postojna,2020,-28,34,224,230,13.9
postojna,2021,-11,33,33,55,3.3
postojna,2022,-27,61,466,500,29.5
postojna,2023,-44,68,385,409,23.4
prebold,1995,-,-,-,-,...
prebold,1996,-,-,-,-,...
prebold,1997,-,-,-,-,-
prebold,1998,-,-,-,-,-
prebold,1999,-7,2,-3,-8,-1.8
prebold,2000,-8,35,2,29,6.3
prebold,2001,5,16,17,38,8.2
prebold,2002,-4,11,1,8,1.7
prebold,2003,2,5,2,9,1.9
prebold,2004,-10,3,13,6,1.3
prebold,2005,-11,-20,-6,-37,-8
prebold,2006,-10,2,3,-5,-1.1
prebold,2007,-8,5,25,22,4.8
prebold,2008,18,2,37,57,12.5
prebold,2009,17,93,9,119,25.4
prebold,2010,23,155,0,178,37.2
prebold,2011,16,54,3,73,14.5
prebold,2012,-24,32,45,53,10.6
prebold,2013,3,-5,-47,-49,-9.8
prebold,2014,-4,36,-34,-2,-0.4
prebold,2015,-14,28,-5,9,1.8
prebold,2016,-33,83,11,61,12.1
prebold,2017,-19,25,-4,2,0.4
prebold,2018,-5,-6,28,17,3.4
prebold,2019,-25,-20,64,19,3.7
prebold,2020,-29,65,66,102,19.8
prebold,2021,-25,107,22,104,19.8
prebold,2022,-34,28,40,34,6.4
prebold,2023,-19,-39,43,-15,-2.8
preddvor,1995,-3,19,5,21,...
preddvor,1996,7,54,3,64,...
preddvor,1997,4,-2,0,2,0.6
preddvor,1998,20,0,1,21,5.8
preddvor,1999,4,14,1,19,6.4
preddvor,2000,6,21,3,30,10.1
preddvor,2001,11,25,1,37,12.2
preddvor,2002,-10,39,3,32,10.4
preddvor,2003,1,30,-5,26,8.3
preddvor,2004,17,30,3,50,16
preddvor,2005,1,1,1,3,0.9
preddvor,2006,9,26,1,36,11.2
preddvor,2007,10,17,19,46,14.1
preddvor,2008,1,13,24,38,10.9
preddvor,2009,-31,15,-13,-29,-8.4
preddvor,2010,-11,95,3,87,24.9
preddvor,2011,-15,23,1,9,2.5
preddvor,2012,-18,41,-5,18,5
preddvor,2013,-15,11,-1,-5,-1.4
preddvor,2014,-21,49,-2,26,7.3
preddvor,2015,-40,41,0,1,0.3
preddvor,2016,-36,58,-7,15,4.2
preddvor,2017,-38,68,-7,23,6.4
preddvor,2018,-36,87,18,69,18.9
preddvor,2019,-35,54,7,26,7
preddvor,2020,-69,111,21,63,16.7
preddvor,2021,-18,45,1,28,7.4
preddvor,2022,-31,75,13,57,14.9
preddvor,2023,-43,20,18,-5,-1.3
prevalje,1995,-,-,-,-,...
prevalje,1996,-,-,-,-,...
prevalje,1997,-,-,-,-,-
prevalje,1998,-,-,-,-,-
prevalje,1999,-9,-8,-1,-18,-2.8
prevalje,2000,-7,3,-2,-6,-0.9
prevalje,2001,-5,20,-13,2,0.3
prevalje,2002,-19,31,6,18,2.7
prevalje,2003,-19,32,0,13,2
prevalje,2004,6,14,23,43,6.5
prevalje,2005,-24,7,41,24,3.6
prevalje,2006,-12,7,7,2,0.3
prevalje,2007,2,14,22,38,5.7
prevalje,2008,-29,83,53,107,15.9
prevalje,2009,-13,30,29,46,6.8
prevalje,2010,-33,30,17,14,2
prevalje,2011,-63,33,13,-17,-2.5
prevalje,2012,-16,-10,13,-13,-1.9
prevalje,2013,-27,14,-17,-30,-4.4
prevalje,2014,-32,32,-12,-12,-1.8
prevalje,2015,-36,22,-3,-17,-2.5
prevalje,2016,-26,23,-6,-9,-1.3
prevalje,2017,-48,69,23,44,6.5
prevalje,2018,-55,-4,55,-4,-0.6
prevalje,2019,-42,-12,62,8,1.2
prevalje,2020,-73,28,43,-2,-0.3
prevalje,2021,-36,-13,-7,-56,-8.2
prevalje,2022,-46,53,63,70,10.4
prevalje,2023,-44,-15,0,-59,-8.7
ptuj,1995,45,31,18,94,...
ptuj,1996,14,5,7,26,...
ptuj,1997,-24,53,-4,25,0.8
ptuj,1998,-13,70,2,59,1.9
ptuj,1999,-25,-58,5,-78,-3.2
ptuj,2000,-18,-3,21,0,0
ptuj,2001,-18,-62,55,-25,-1
ptuj,2002,-25,-97,-18,-140,-5.8
ptuj,2003,-36,-65,15,-86,-3.6
ptuj,2004,3,-87,15,-69,-2.9
ptuj,2005,-12,-44,-9,-65,-2.7
ptuj,2006,-7,-71,14,-64,-2.7
ptuj,2007,-14,-85,66,-33,-1.4
ptuj,2008,4,-40,147,111,4.7
ptuj,2009,18,-238,139,-81,-3.4
ptuj,2010,-12,12,-28,-28,-1.2
ptuj,2011,-49,8,-12,-53,-2.2
ptuj,2012,-37,-81,-79,-197,-8.4
ptuj,2013,-62,-180,75,-167,-7.2
