obcina,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Basic or less,Education - TOTAL,Tertiary,Upper secondary,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is in the municipality of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the municipality of their residence - women,Natural increase,Net migration between municipalities,Net migration from abroad,Total increase,Total increase per 1000 population,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other municipalities - Men,Emigrants to other municipalities - Total,Emigrants to other municipalities - Women,Emigrants to other municipalities per 1000 population,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 population,Immigrants from other municipalities - Men,Immigrants from other municipalities - Total,Immigrants from other municipalities - Women,Immigrants from other municipalities per 1000 population,Net migration between municipalities - Men,Net migration between municipalities - Total,Net migration between municipalities - Women,Net migration between municipalities per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Employment rate,Employment rate for men,Employment rate for women
grad,2003,,,,,,,,,,31,23.7,40.7,20.8,18.4,24.2,79.2,81.6,75.8,-13,7,-1,-7,-2.9,0,2,2,0.8,5,10,5,4.2,0,1,1,0.4,5,17,12,7.1,0,7,7,2.9,0,-1,-1,-0.4,0,6,6,2.5,47.3,54.7,38.9
grad,2004,,,,,,,,,,27.5,24.1,32.2,18.6,18.4,19,81.4,81.6,81,-29,2,5,-22,-9.3,0,0,0,0,7,16,9,6.8,3,5,2,2.1,6,18,12,7.6,-1,2,3,0.8,3,5,2,2.1,2,7,5,3,49.9,58.3,40.2
grad,2005,,,,,,,,,,27.5,23.5,33.2,18.2,17.4,19.3,81.8,82.6,80.7,-13,4,0,-9,-3.8,1,3,2,1.3,9,19,10,8.1,1,3,2,1.3,11,23,12,9.8,2,4,2,1.7,0,0,0,0,2,4,2,1.7,48.6,56.3,39.7
grad,2006,,,,,,,,,,27.9,23.4,34.5,18.1,16.2,20.9,81.9,83.8,79.1,-6,-2,2,-6,-2.6,0,1,1,0.4,7,23,16,9.8,0,3,3,1.3,8,21,13,8.9,1,-2,-3,-0.9,0,2,2,0.9,1,0,-1,0,50.1,58.5,40.4
grad,2007,,,,,,,,,,27,23.7,31.6,17.4,16.7,18.4,82.6,83.3,81.6,-12,-10,-2,-24,-10.2,2,2,0,0.9,12,26,14,11.1,0,0,0,0,6,16,10,6.8,-6,-10,-4,-4.3,-2,-2,0,-0.9,-8,-12,-4,-5.1,53.1,61.1,43.8
grad,2008,,,,,,,,,,23.3,22.3,24.5,14.5,15.4,13.4,85.5,84.6,86.6,-6,-10,6,-10,-4.4,0,0,0,0,34,83,49,36.3,3,6,3,2.6,35,73,38,31.9,1,-10,-11,-4.4,3,6,3,2.6,4,-4,-8,-1.7,55.3,62.9,46.6
grad,2009,,,,,,,,,,28.2,28.8,27.3,17.5,20.3,13.4,82.5,79.7,86.6,-11,-7,3,-15,-6.6,1,1,0,0.4,16,47,31,20.8,3,4,1,1.8,17,40,23,17.7,1,-7,-8,-3.1,2,3,1,1.3,3,-4,-7,-1.8,53.3,61,44.6
grad,2010,,,,,,,,,,28.8,28.2,29.6,17.7,19.9,14.6,82.3,80.1,85.4,-10,13,1,4,1.8,2,3,1,1.3,25,49,24,21.7,2,4,2,1.8,34,62,28,27.5,9,13,4,5.8,0,1,1,0.4,9,14,5,6.2,49.3,58.9,38.5
grosuplje,2000,,,,,,,,,,69.6,80.7,57.2,37.2,40.8,33.1,62.8,59.2,66.9,76,150,23,249,16.2,17,22,5,1.4,59,133,74,8.6,30,45,15,2.9,138,283,145,18.4,79,150,71,9.8,13,23,10,1.5,92,173,81,11.2,,,
grosuplje,2001,,,,,,,,,,69.5,81.1,56.4,37.1,41.3,32.4,62.9,58.7,67.6,70,45,27,142,9.1,27,30,3,1.9,77,189,112,12.1,30,57,27,3.7,102,234,132,15,25,45,20,2.9,3,27,24,1.7,28,72,44,4.6,,,
grosuplje,2002,,,,,,,,,,70,82.1,56,36.1,40.6,30.9,63.9,59.4,69.1,46,235,33,314,19.8,16,21,5,1.3,93,181,88,11.4,36,54,18,3.4,200,416,216,26.2,107,235,128,14.8,20,33,13,2.1,127,268,141,16.9,61.7,65.7,57.2
grosuplje,2003,,,,,,,,,,70.8,81.9,57.5,36.2,40.7,30.9,63.8,59.3,69.1,78,223,83,384,23.7,15,24,9,1.5,71,152,81,9.4,75,107,32,6.6,197,375,178,23.1,126,223,97,13.8,60,83,23,5.1,186,306,120,18.9,61.1,65.7,56.3
grosuplje,2004,,,,,,,,,,72.1,82.8,59.2,36,40.1,31.1,64,59.9,68.9,59,188,59,306,18.5,44,53,9,3.2,72,148,76,9,92,112,20,6.8,168,336,168,20.4,96,188,92,11.4,48,59,11,3.6,144,247,103,15,61.4,66.3,56.3
grosuplje,2005,,,,,,,,,,71.4,83.6,56.8,35.1,39.8,29.4,64.9,60.2,70.6,66,279,77,422,25,48,62,14,3.7,89,187,98,11.1,114,139,25,8.2,218,466,248,27.6,129,279,150,16.5,66,77,11,4.6,195,356,161,21.1,63.8,69.1,58.3
grosuplje,2006,,,,,,,,,,72.7,86.1,56.5,35.2,39.9,29.6,64.8,60.1,70.4,108,362,33,503,29.1,123,139,16,8.1,116,230,114,13.3,146,172,26,10,283,592,309,34.3,167,362,195,21,23,33,10,1.9,190,395,205,22.9,64.1,69.1,58.8
grosuplje,2007,,,,,,,,,,70,81.5,55.9,34.1,38.9,28.2,65.9,61.1,71.8,115,239,131,485,27.2,102,123,21,6.9,112,235,123,13.2,220,254,34,14.2,239,474,235,26.6,127,239,112,13.4,118,131,13,7.3,245,370,125,20.7,65.8,71.5,59.8
grosuplje,2008,,,,,,,,,,71.5,83.5,56.5,35,40.4,28.2,65,59.6,71.8,124,139,238,501,27.2,62,78,16,4.2,315,660,345,35.8,261,316,55,17.1,403,799,396,43.3,88,139,51,7.5,199,238,39,12.9,287,377,90,20.4,66.4,71.8,60.6
grosuplje,2009,,,,,,,,,,69.7,81.6,55.3,33.8,39,27.4,66.2,61,72.6,102,151,140,393,20.9,116,140,24,7.4,338,649,311,34.4,222,280,58,14.9,432,800,368,42.5,94,151,57,8,106,140,34,7.4,200,291,91,15.4,65.6,70.9,60
grosuplje,2010,,,,,,,,,,69,81.4,54.3,33.2,38.4,26.9,66.8,61.6,73.1,132,128,-30,230,12,113,148,35,7.7,425,763,338,39.9,87,118,31,6.2,484,891,407,46.6,59,128,69,6.7,-26,-30,-4,-1.6,33,98,65,5.1,64.3,68.8,59.6
hajdina,2000,,,,,,,,,,42.6,51.9,31.2,12.9,15,10.4,87.1,85,89.6,-9,-9,-1,-19,-5.2,3,3,0,0.8,22,55,33,15,0,2,2,0.5,25,46,21,12.6,3,-9,-12,-2.5,-3,-1,2,-0.3,0,-10,-10,-2.7,,,
hajdina,2001,,,,,,,,,,38.7,46.5,29.5,13,15.1,10.6,87,84.9,89.4,-2,2,6,6,1.6,1,3,2,0.8,26,53,27,14.4,9,9,0,2.4,30,55,25,15,4,2,-2,0.5,8,6,-2,1.6,12,8,-4,2.2,,,
hajdina,2002,,,,,,,,,,45,54.9,33.2,13.9,16.2,11.2,86.1,83.8,88.8,1,22,-1,22,6,5,12,7,3.3,21,41,20,11.1,11,11,0,3,31,63,32,17.1,10,22,12,6,6,-1,-7,-0.3,16,21,5,5.7,50,53.8,46.3
hajdina,2003,,,,,,,,,,41.1,51.5,28.8,13.2,15.2,10.9,86.8,84.8,89.1,-7,1,-1,-7,-1.9,4,5,1,1.4,28,59,31,16,3,4,1,1.1,26,60,34,16.3,-2,1,3,0.3,-1,-1,0,-0.3,-3,0,3,0,50.4,54.3,46.4
hajdina,2004,,,,,,,,,,40.6,51.3,28.3,13.8,15.9,11.4,86.2,84.1,88.6,-14,2,0,-12,-3.3,3,4,1,1.1,22,42,20,11.4,1,4,3,1.1,20,44,24,12,-2,2,4,0.5,-2,0,2,0,-4,2,6,0.5,51.9,55.9,47.8
hajdina,2005,,,,,,,,,,41.3,51.6,29.2,12.7,14.5,10.7,87.3,85.5,89.3,-6,9,-4,-1,-0.3,4,9,5,2.4,25,55,30,14.9,3,5,2,1.4,30,64,34,17.3,5,9,4,2.4,-1,-4,-3,-1.1,4,5,1,1.4,54,58.2,49.8
hajdina,2006,,,,,,,,,,44.3,54.6,31.7,13.8,15.5,11.8,86.2,84.5,88.2,-1,5,20,24,6.5,8,14,6,3.8,32,79,47,21.3,27,34,7,9.2,44,84,40,22.6,12,5,-7,1.3,19,20,1,5.4,31,25,-6,6.7,55.5,60.5,50.5
hajdina,2007,,,,,,,,,,46.2,58.6,31.8,14,16,11.7,86,84,88.3,-4,34,6,36,9.6,14,18,4,4.8,28,52,24,13.8,20,24,4,6.4,37,86,49,22.9,9,34,25,9,6,6,0,1.6,15,40,25,10.6,58.1,63.9,52.3
hajdina,2008,,,,,,,,,,46.5,60.6,29,15.1,18.3,11.1,84.9,81.7,88.9,-2,-23,23,-2,-0.5,10,19,9,5.1,85,160,75,43,36,42,6,11.3,52,137,85,36.8,-33,-23,10,-6.2,26,23,-3,6.2,-7,0,7,0,60.8,66.7,54.9
hajdina,2009,,,,,,,,,,42.5,54.1,28.9,14.5,16.7,11.9,85.5,83.3,88.1,-1,24,23,46,12.3,22,30,8,8,75,146,71,39.1,40,53,13,14.2,91,170,79,45.5,16,24,8,6.4,18,23,5,6.2,34,47,13,12.6,59.4,64.9,53.8
hajdina,2010,,,,,,,,,,37.9,47.6,26.8,14.8,16.6,12.8,85.2,83.4,87.2,5,-12,-10,-17,-4.6,20,28,8,7.5,89,179,90,48.1,10,18,8,4.8,87,167,80,44.9,-2,-12,-10,-3.2,-10,-10,0,-2.7,-12,-22,-10,-5.9,57.9,63.3,52.4
hajdina,2011,,,,,,,,,,39.3,49.9,27.4,14.7,16.8,12.3,85.3,83.2,87.7,11,-9,-4,-2,-0.5,17,23,6,6.2,87,174,87,46.6,14,19,5,5.1,90,165,75,44.2,3,-9,-12,-2.4,-3,-4,-1,-1.1,0,-13,-13,-3.5,57.9,62.2,53.4
hajdina,2012,,,,,,,,,,45.6,56.5,33.6,15.3,17.9,12.5,84.7,82.1,87.5,23,-20,-6,-3,-0.8,13,22,9,5.9,119,211,92,56.4,10,16,6,4.3,93,191,98,51.1,-26,-20,6,-5.3,-3,-6,-3,-1.6,-29,-26,3,-7,57.9,61.8,53.9
hajdina,2013,,,,,,,,,,45.9,58,32.5,15.3,17.3,13,84.7,82.7,87,11,-2,-16,-7,-1.9,18,30,12,8,94,200,106,53.5,6,14,8,3.7,101,198,97,53,7,-2,-9,-0.5,-12,-16,-4,-4.3,-5,-18,-13,-4.8,57.3,60.3,54.1
hajdina,2024,,,,,,,,,,64.2,72.6,52.8,15.3,15.9,14.4,84.7,84.1,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hodoš/hodos,2000,,,,,,,,,,85,106.7,63.3,16.7,10,23.3,83.3,90,76.7,-3,-4,-19,-26,-66.7,17,19,2,48.7,3,6,3,15.4,0,0,0,0,2,2,0,5.1,-1,-4,-3,-10.3,-17,-19,-2,-48.7,-18,-23,-5,-59,,,
hodoš/hodos,2001,,,,,,,,,,98.5,139.4,57.6,16.7,12.1,21.2,83.3,87.9,78.8,-1,-3,-3,-7,-19,2,3,1,8.2,1,3,2,8.2,0,0,0,0,0,0,0,0,-1,-3,-2,-8.2,-2,-3,-1,-8.2,-3,-6,-3,-16.3,,,
hodoš/hodos,2002,,,,,,,,,,115.6,166.7,61.3,18.8,18.2,19.4,81.3,81.8,80.6,-4,-4,0,-8,-22.4,2,3,1,8.4,1,4,3,11.2,1,3,2,8.4,0,0,0,0,-1,-4,-3,-11.2,-1,0,1,0,-2,-4,-2,-11.2,48.5,59.2,39.3
hodoš/hodos,2003,,,,,,,,,,134.5,228,63.6,19,24,15.2,81,76,84.8,-10,-2,-6,-18,-51.4,2,7,5,20,2,3,1,8.6,0,1,1,2.9,1,1,0,2.9,-1,-2,-1,-5.7,-2,-6,-4,-17.1,-3,-8,-5,-22.9,46.6,54.3,37.7
hodoš/hodos,2004,,,,,,,,,,101.7,159.3,51.6,15.5,18.5,12.9,84.5,81.5,87.1,3,0,1,4,11.8,0,0,0,0,1,1,0,3,1,1,0,3,1,1,0,3,0,0,0,0,1,1,0,3,1,1,0,3,47.4,57.3,36.6
hodoš/hodos,2005,,,,,,,,,,85.2,122.6,46.7,16.4,12.9,20,83.6,87.1,80,-5,1,2,-2,-5.8,0,0,0,0,0,0,0,0,1,2,1,5.8,0,1,1,2.9,0,1,1,2.9,1,2,1,5.8,1,3,2,8.8,46.4,56.7,35.2
hodoš/hodos,2006,,,,,,,,,,101.4,161.8,42.9,20.3,14.7,25.7,79.7,85.3,74.3,-4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,8.9,2,3,1,8.9,0,1,1,3,2,4,2,11.9,50,61.8,36.9
hodoš/hodos,2007,,,,,,,,,,127.3,238.9,29.3,18.2,13.9,22,81.8,86.1,78,-6,-2,-1,-9,-26.5,0,1,1,2.9,1,2,1,5.9,0,0,0,0,0,0,0,0,-1,-2,-1,-5.9,0,-1,-1,-2.9,-1,-3,-2,-8.8,52.8,62.7,42.3
hodoš/hodos,2008,,,,,,,,,,44.2,58.3,31.7,18.2,13.9,22,81.8,86.1,78,-2,0,0,-2,-6.2,0,0,0,0,3,9,6,27.7,0,0,0,0,7,9,2,27.7,4,0,-4,0,0,0,0,0,4,0,-4,0,55.8,64.4,46.5
hodoš/hodos,2009,,,,,,,,,,37.3,38.9,35.5,19.4,13.9,25.8,80.6,86.1,74.2,-5,-3,1,-7,-21.9,0,0,0,0,3,9,6,28.1,0,1,1,3.1,3,6,3,18.8,0,-3,-3,-9.4,0,1,1,3.1,0,-2,-2,-6.3,55.5,63.4,46.8
hodoš/hodos,2010,,,,,,,,,,35.5,37.5,33.3,19.7,15,25,80.3,85,75,-1,2,0,1,3.2,0,0,0,0,3,13,10,41.7,0,0,0,0,5,15,10,48.1,2,2,0,6.4,0,0,0,0,2,2,0,6.4,54.7,65.1,43.6
horjul,2000,,,,,,,,,,54.4,63.3,43.5,34.9,38.3,30.8,65.1,61.7,69.2,31,6,0,37,14.1,0,0,0,0,6,17,11,6.5,0,0,0,0,11,23,12,8.8,5,6,1,2.3,0,0,0,0,5,6,1,2.3,,,
horjul,2001,,,,,,,,,,55.7,64.7,44.3,34.5,38.5,29.6,65.5,61.5,70.4,28,-15,-2,11,4.2,0,2,2,0.8,15,34,19,12.8,0,0,0,0,7,19,12,7.2,-8,-15,-7,-5.7,0,-2,-2,-0.8,-8,-17,-9,-6.4,,,
horjul,2002,,,,,,,,,,58,66.4,47.4,35.4,38.5,31.3,64.6,61.5,68.7,15,-20,2,-3,-1.1,0,1,1,0.4,16,36,20,13.5,3,3,0,1.1,8,16,8,6,-8,-20,-12,-7.5,3,2,-1,0.8,-5,-18,-13,-6.8,63,70.2,55.3
horjul,2003,,,,,,,,,,62.4,68.7,54.3,37.1,39.4,34,62.9,60.6,66,14,3,-3,14,5.3,2,3,1,1.1,14,31,17,11.7,0,0,0,0,18,34,16,12.9,4,3,-1,1.1,-2,-3,-1,-1.1,2,0,-2,0,62.6,69.7,55.3
horjul,2004,,,,,,,,,,65.9,72.1,57.8,37.6,38.2,36.9,62.4,61.8,63.1,26,-1,1,26,9.7,0,0,0,0,7,23,16,8.6,1,1,0,0.4,9,22,13,8.2,2,-1,-3,-0.4,1,1,0,0.4,3,0,-3,0,62.5,69.7,55
horjul,2005,,,,,,,,,,72.4,75.9,67.9,37.9,38.3,37.3,62.1,61.7,62.7,-4,-1,-1,-6,-2.2,2,3,1,1.1,14,30,16,11.2,1,2,1,0.7,14,29,15,10.8,0,-1,-1,-0.4,-1,-1,0,-0.4,-1,-2,-1,-0.7,66.7,74.7,58.3
horjul,2006,,,,,,,,,,75.6,79.1,70.8,37.6,38.1,36.9,62.4,61.9,63.1,18,-3,-2,13,4.8,0,3,3,1.1,23,46,23,17.1,0,1,1,0.4,22,43,21,16,-1,-3,-2,-1.1,0,-2,-2,-0.7,-1,-5,-4,-1.9,66.6,74.4,58.4
horjul,2007,,,,,,,,,,75.3,78.9,70.3,37,38.1,35.6,63,61.9,64.4,15,9,11,35,12.8,2,3,1,1.1,12,20,8,7.3,14,14,0,5.1,16,29,13,10.6,4,9,5,3.3,12,11,-1,4,16,20,4,7.3,68.2,76.5,59.1
horjul,2008,,,,,,,,,,74.5,77.4,70.3,36.9,38.1,35.1,63.1,61.9,64.9,0,24,6,30,10.6,5,5,0,1.8,30,77,47,27.2,10,11,1,3.9,42,101,59,35.7,12,24,12,8.5,5,6,1,2.1,17,30,13,10.6,69.3,77.9,59.8
horjul,2009,,,,,,,,,,74.9,78.1,70.4,37,39.6,33.3,63,60.4,66.7,2,51,10,63,21.9,7,8,1,2.8,27,62,35,21.6,12,18,6,6.3,49,113,64,39.3,22,51,29,17.7,5,10,5,3.5,27,61,34,21.2,67.7,76.8,57.6
horjul,2010,,,,,,,,,,71,80,58.7,35.9,39.4,31.1,64.1,60.6,68.9,9,-2,-2,5,1.7,4,7,3,2.4,47,89,42,30.9,3,5,2,1.7,49,87,38,30.2,2,-2,-4,-0.7,-1,-2,-1,-0.7,1,-4,-5,-1.4,66,74.4,56.7
hoče - slivnica,2000,,,,,,,,,,79.1,104.3,49.6,24.2,28.5,19.2,75.8,71.5,80.8,-7,64,7,64,6.6,3,3,0,0.3,65,123,58,12.8,8,10,2,1,88,187,99,19.4,23,64,41,6.6,5,7,2,0.7,28,71,43,7.4,,,
hoče - slivnica,2001,,,,,,,,,,79.6,105.8,49.6,24.4,28.2,19.9,75.6,71.8,80.1,-17,74,-5,52,5.4,9,16,7,1.6,71,143,72,14.7,4,11,7,1.1,101,217,116,22.3,30,74,44,7.6,-5,-5,0,-0.5,25,69,44,7.1,,,
hoče - slivnica,2002,,,,,,,,,,78.9,102,51.9,23.4,26.8,19.3,76.6,73.2,80.7,-17,93,-4,72,7.4,9,16,7,1.6,68,142,74,14.6,7,12,5,1.2,135,235,100,24.1,67,93,26,9.5,-2,-4,-2,-0.4,65,89,24,9.1,51,55.8,46.8
hoče - slivnica,2003,,,,,,,,,,78.3,100.4,52.2,22.9,25.8,19.5,77.1,74.2,80.5,-25,65,5,45,4.6,4,7,3,0.7,44,96,52,9.8,8,12,4,1.2,74,161,87,16.4,30,65,35,6.6,4,5,1,0.5,34,70,36,7.1,51.7,56.2,47.1
hoče - slivnica,2004,,,,,,,,,,81.2,105.1,53.4,22.5,25.1,19.5,77.5,74.9,80.5,-16,91,13,88,8.9,25,27,2,2.7,53,109,56,11,32,40,8,4,91,200,109,20.1,38,91,53,9.2,7,13,6,1.3,45,104,59,10.5,52.2,56.7,47.7
hoče - slivnica,2005,,,,,,,,,,81.9,107.6,50.7,21.9,24,19.4,78.1,76,80.6,-30,152,40,162,16,29,37,8,3.7,59,130,71,12.9,64,77,13,7.6,134,282,148,27.9,75,152,77,15,35,40,5,4,110,192,82,19,55,59.9,50.1
hoče - slivnica,2006,,,,,,,,,,76.4,99.9,46.8,20.8,22.7,18.5,79.2,77.3,81.5,-4,176,51,223,21.6,80,96,16,9.3,70,177,107,17.1,130,147,17,14.2,176,353,177,34.1,106,176,70,17,50,51,1,4.9,156,227,71,22,56,61.3,50.4
hoče - slivnica,2007,,,,,,,,,,78.2,103.4,44.8,20,22,17.4,80,78,82.6,-28,158,183,313,29.5,53,76,23,7.2,71,165,94,15.5,232,259,27,24.4,157,323,166,30.4,86,158,72,14.9,179,183,4,17.2,265,341,76,32.1,59.1,65.6,52.4
hoče - slivnica,2008,,,,,,,,,,80.7,104.6,48.1,20.2,22.1,17.6,79.8,77.9,82.4,41,119,95,255,23.8,112,164,52,15.3,288,481,193,44.8,224,259,35,24.1,347,600,253,55.9,59,119,60,11.1,112,95,-17,8.9,171,214,43,19.9,61.6,67.6,54.9
hoče - slivnica,2009,,,,,,,,,,83,109.7,50.6,21,22.9,18.6,79,77.1,81.4,23,-32,-12,-21,-1.9,141,157,16,14.5,367,565,198,52.3,114,145,31,13.4,315,533,218,49.4,-52,-32,20,-3,-27,-12,15,-1.1,-79,-44,35,-4.1,60.1,65.1,54.7
hoče - slivnica,2010,,,,,,,,,,83,109.8,50.3,20.6,23.1,17.5,79.4,76.9,82.5,32,19,-20,31,2.8,60,77,17,7.1,338,568,230,52.2,37,57,20,5.2,345,587,242,53.9,7,19,12,1.7,-23,-20,3,-1.8,-16,-1,15,-0.1,58.5,63.1,53.7
hrastnik,2000,,,,,,,,,,85.7,89.7,81.1,64.8,64.7,64.9,35.2,35.3,35.1,-34,-17,16,-35,-3.3,15,26,11,2.4,39,85,46,8,36,42,6,4,26,68,42,6.4,-13,-17,-4,-1.6,21,16,-5,1.5,8,-1,-9,-0.1,,,
hrastnik,2001,,,,,,,,,,81.4,86.2,75.8,61.3,62,60.5,38.7,38,39.5,-39,-38,-11,-88,-8.4,44,57,13,5.4,55,110,55,10.5,38,46,8,4.4,37,72,35,6.9,-18,-38,-20,-3.6,-6,-11,-5,-1,-24,-49,-25,-4.7,,,
hrastnik,2002,,,,,,,,,,79.2,80.7,77.3,59.3,58.5,60.3,40.7,41.5,39.7,-47,14,-24,-57,-5.5,31,59,28,5.6,26,70,44,6.7,23,35,12,3.3,39,84,45,8,13,14,1,1.3,-8,-24,-16,-2.3,5,-10,-15,-1,51.2,56.4,46
hrastnik,2003,,,,,,,,,,67.2,61.3,74.9,51.4,46.1,58.2,48.6,53.9,41.8,-40,37,10,7,0.7,32,45,13,4.3,34,69,35,6.6,44,55,11,5.3,51,106,55,10.2,17,37,20,3.6,12,10,-2,1,29,47,18,4.5,51.5,58.4,44.5
hrastnik,2004,,,,,,,,,,66.3,61.1,73.4,49.9,44.8,56.8,50.1,55.2,43.2,-27,1,14,-12,-1.2,33,39,6,3.8,42,91,49,8.8,40,53,13,5.1,51,92,41,8.9,9,1,-8,0.1,7,14,7,1.3,16,15,-1,1.4,51.6,58.5,44.5
hrastnik,2005,,,,,,,,,,66.7,60.8,74.5,49.4,43.6,57,50.6,56.4,43,-36,-12,55,7,0.7,61,70,9,6.7,42,87,45,8.3,108,125,17,12,32,75,43,7.2,-10,-12,-2,-1.2,47,55,8,5.3,37,43,6,4.1,53.7,60.9,46.2
hrastnik,2006,,,,,,,,,,65.9,57.7,77,48.5,42.9,56.2,51.5,57.1,43.8,2,-48,-12,-58,-5.6,94,100,6,9.7,56,134,78,13,73,88,15,8.5,40,86,46,8.3,-16,-48,-32,-4.6,-21,-12,9,-1.2,-37,-60,-23,-5.8,54.9,62.5,47.2
hrastnik,2007,,,,,,,,,,62.8,54.6,73.9,46.2,40.1,54.2,53.8,59.9,45.8,3,-34,43,12,1.2,33,46,13,4.5,65,136,71,13.2,70,89,19,8.6,49,102,53,9.9,-16,-34,-18,-3.3,37,43,6,4.2,21,9,-12,0.9,56.8,64.9,48.5
hrastnik,2008,,,,,,,,,,61.1,54.3,69.9,44.4,39.3,51,55.6,60.7,49,-32,-85,49,-68,-6.7,37,48,11,4.7,179,334,155,32.9,76,97,21,9.6,125,249,124,24.5,-54,-85,-31,-8.4,39,49,10,4.8,-15,-36,-21,-3.5,59.4,67.7,50.8
hrastnik,2009,,,,,,,,,,65.5,58.9,73.5,46.1,41.3,52.1,53.9,58.7,47.9,-1,-112,98,-15,-1.5,48,61,13,6,167,333,166,32.9,136,159,23,15.7,123,221,98,21.8,-44,-112,-68,-11.1,88,98,10,9.7,44,-14,-58,-1.4,57,63,50.8
hrastnik,2010,,,,,,,,,,64.3,59.9,69.2,44.4,40.9,48.3,55.6,59.1,51.7,-34,-103,-25,-162,-16.1,54,86,32,8.6,165,322,157,32.1,30,61,31,6.1,118,219,101,21.8,-47,-103,-56,-10.3,-24,-25,-1,-2.5,-71,-128,-57,-12.8,54,57.7,50
hrpelje - kozina,2000,,,,,,,,,,80.5,77.8,84.6,42.9,39.3,48.6,57.1,60.7,51.4,-19,9,0,-10,-2.4,5,11,6,2.7,19,39,20,9.5,6,11,5,2.7,18,48,30,11.7,-1,9,10,2.2,1,0,-1,0,0,9,9,2.2,,,
hrpelje - kozina,2001,,,,,,,,,,79.6,76.9,83.9,42,38.5,47.5,58,61.5,52.5,-27,4,17,-6,-1.4,1,3,2,0.7,25,46,21,11.1,17,20,3,4.8,21,50,29,12.1,-4,4,8,1,16,17,1,4.1,12,21,9,5.1,,,
hrpelje - kozina,2002,,,,,,,,,,82.3,82,82.6,42.2,40.3,45.2,57.8,59.7,54.8,-13,17,36,40,9.6,4,8,4,1.9,19,44,25,10.6,39,44,5,10.6,25,61,36,14.6,6,17,11,4.1,35,36,1,8.6,41,53,12,12.7,54.1,62.5,44.7
hrpelje - kozina,2003,,,,,,,,,,83.1,84.4,81.2,44.3,43,46.5,55.7,57,53.5,-33,-14,34,-13,-3.1,12,15,3,3.6,16,42,26,10.1,46,49,3,11.7,16,28,12,6.7,0,-14,-14,-3.4,34,34,0,8.1,34,20,-14,4.8,54.2,62,45.3
hrpelje - kozina,2004,,,,,,,,,,78,77.7,78.4,40.1,37.7,44,59.9,62.3,56,-3,-4,-16,-23,-5.6,39,43,4,10.5,16,39,23,9.5,23,27,4,6.6,17,35,18,8.5,1,-4,-5,-1,-16,-16,0,-3.9,-15,-20,-5,-4.9,56,64.3,46.6
hrpelje - kozina,2005,,,,,,,,,,83.3,82.9,84,40.7,38,45,59.3,62,55,-13,-6,16,-3,-0.7,19,20,1,4.9,26,49,23,12,23,36,13,8.8,22,43,21,10.5,-4,-6,-2,-1.5,4,16,12,3.9,0,10,10,2.4,58.4,67.7,48.2
hrpelje - kozina,2006,,,,,,,,,,84.1,86.1,81.1,39.1,37.6,41.4,60.9,62.4,58.6,-23,-7,30,0,0,13,19,6,4.7,34,54,20,13.2,35,49,14,12,26,47,21,11.5,-8,-7,1,-1.7,22,30,8,7.4,14,23,9,5.6,59.8,68.1,50.4
hrpelje - kozina,2007,,,,,,,,,,86.1,88.4,82.5,38.5,37,40.7,61.5,63,59.3,-23,-17,58,18,4.4,12,22,10,5.3,37,75,38,18.2,58,80,22,19.4,30,58,28,14.1,-7,-17,-10,-4.1,46,58,12,14.1,39,41,2,9.9,61.5,70.6,51.1
hrpelje - kozina,2008,,,,,,,,,,89.7,90.9,87.7,38.7,37.4,40.9,61.3,62.6,59.1,12,-15,83,80,19.8,23,29,6,7.2,109,206,97,50.9,82,112,30,27.7,95,191,96,47.2,-14,-15,-1,-3.7,59,83,24,20.5,45,68,23,16.8,62.7,71.8,52.2
hrpelje - kozina,2009,,,,,,,,,,88.9,87.9,90.5,36.8,35.6,38.5,63.2,64.4,61.5,4,-3,59,60,14.4,33,40,7,9.6,104,185,81,44.5,73,99,26,23.8,93,182,89,43.7,-11,-3,8,-0.7,40,59,19,14.2,29,56,27,13.5,62.6,71.6,52.2
hrpelje - kozina,2010,,,,,,,,,,86,87.8,83.2,35.4,34.6,36.6,64.6,65.4,63.4,-8,5,-3,-6,-1.4,38,52,14,12.4,94,203,109,48.5,29,49,20,11.7,102,208,106,49.7,8,5,-3,1.2,-9,-3,6,-0.7,-1,2,3,0.5,61.1,69.8,50.9
