regija,leto,Gross income - TOTAL,Income from work,"Parental, family and social benefits",Pensions,"Property, capital and other income",Employment rate,Employment rate for men,Employment rate for women,Natural increase,Net migration between statistical regions,Net migration from abroad,Total increase,Total increase per 1000 population,Emigrants to abroad - Men,Emigrants to abroad - Total,Emigrants to abroad - Women,Emigrants to abroad per 1000 population,Emigrants to other regions per 1000 population,Emigrants to other statistical regions - Men,Emigrants to other statistical regions - Total,Emigrants to other statistical regions - Women,Immigrants from abroad - Men,Immigrants from abroad - Total,Immigrants from abroad - Women,Immigrants from abroad per 1000 populationv,Immigrants from other regions per 1000 population,Immigrants from other statistical regions - Men,Immigrants from other statistical regions - Total,Immigrants from other statistical regions - Women,Net migration between statistical regions - Men,Net migration between statistical regions - Total,Net migration between statistical regions - Women,Net migration between statistical regions per 1000 population,Net migration from abroad - Men,Net migration from abroad - Total,Net migration from abroad - Women,Net migration from abroad per 1000 population,Total net migration - Men,Total net migration - Total,Total net migration - Women,Total net migration per 1000 population,Labour migration index,Labour migration index - men,Labour migration index - women,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence - men,Persons in employment [excluding farmers] whose workplace is in the statistical region of their residence - women,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence - men,Persons in employment [excluding farmers] whose workplace is not in the statistical region of their residence - women
koroška,2009,,,,,,58.3,62.6,53.5,122.0,-372.0,169.0,-81.0,-1.1,313.0,397.0,84.0,5.5,21.6,815.0,1570.0,755.0,423.0,566.0,143.0,7.8,16.4,656.0,1198.0,542.0,-159.0,-372.0,-213.0,-5.1,110.0,169.0,59.0,2.3,-49.0,-203.0,-154.0,-2.8,87.6,85.8,89.8,82.6,81.0,84.6,17.4,19.0,15.4
koroška,2010,,,,,,55.7,60.5,50.5,49.0,-347.0,-22.0,-320.0,-4.4,207.0,299.0,92.0,4.1,23.5,845.0,1706.0,861.0,174.0,277.0,103.0,3.8,18.7,711.0,1359.0,648.0,-134.0,-347.0,-213.0,-4.8,-33.0,-22.0,11.0,-0.3,-167.0,-369.0,-202.0,-5.1,85.8,85.5,86.3,80.8,80.5,81.2,19.2,19.5,18.8
koroška,2011,,,,,,55.8,61.0,50.1,-25.0,-167.0,61.0,-131.0,-1.8,144.0,241.0,97.0,3.3,23.3,916.0,1687.0,771.0,156.0,302.0,146.0,4.2,21.0,831.0,1520.0,689.0,-85.0,-167.0,-82.0,-2.3,12.0,61.0,49.0,0.8,-73.0,-106.0,-33.0,-1.5,86.3,86.7,85.8,81.0,81.1,80.9,19.0,18.9,19.1
koroška,2012,,,,,,56.1,61.3,50.4,54.0,-386.0,64.0,-268.0,-3.7,165.0,274.0,109.0,3.8,24.9,913.0,1797.0,884.0,213.0,338.0,125.0,4.7,19.5,726.0,1411.0,685.0,-187.0,-386.0,-199.0,-5.3,48.0,64.0,16.0,0.9,-139.0,-322.0,-183.0,-4.5,87.4,87.1,87.8,81.7,81.2,82.3,18.3,18.8,17.7
koroška,2013,,,,,,54.8,59.9,49.3,-15.0,-437.0,-104.0,-556.0,-7.7,205.0,378.0,173.0,5.3,25.7,949.0,1851.0,902.0,163.0,274.0,111.0,3.8,19.7,741.0,1414.0,673.0,-208.0,-437.0,-229.0,-6.1,-42.0,-104.0,-62.0,-1.4,-250.0,-541.0,-291.0,-7.5,87.0,86.5,87.6,81.3,80.6,82.2,18.7,19.4,17.8
koroška,2014,10569.36,7540.64,578.27,2081.26,369.19,55.7,60.9,50.0,58.0,-132.0,-162.0,-236.0,-3.3,265.0,444.0,179.0,6.2,22.9,826.0,1632.0,806.0,159.0,282.0,123.0,4.0,21.0,783.0,1500.0,717.0,-43.0,-132.0,-89.0,-1.8,-106.0,-162.0,-56.0,-2.3,-149.0,-294.0,-145.0,-4.1,87.3,87.6,87.0,81.4,81.4,81.5,18.6,18.6,18.5
koroška,2015,11031.23,7891.06,568.64,2108.92,462.6,56.2,61.0,50.9,-39.0,-162.0,-61.0,-262.0,-3.7,220.0,378.0,158.0,5.3,23.2,875.0,1653.0,778.0,178.0,317.0,139.0,4.5,20.9,768.0,1491.0,723.0,-107.0,-162.0,-55.0,-2.3,-42.0,-61.0,-19.0,-0.9,-149.0,-223.0,-74.0,-3.1,86.1,86.1,86.2,79.9,79.7,80.3,20.1,20.3,19.7
koroška,2016,11316.72,8242.27,584.54,2146.85,343.06,56.8,60.9,52.4,-45.0,-159.0,-74.0,-278.0,-3.9,206.0,367.0,161.0,5.2,23.0,829.0,1632.0,803.0,189.0,293.0,104.0,4.1,20.7,743.0,1473.0,730.0,-86.0,-159.0,-73.0,-2.2,-17.0,-74.0,-57.0,-1.0,-103.0,-233.0,-130.0,-3.3,86.7,86.9,86.4,79.9,79.8,80.1,20.1,20.2,19.9
koroška,2017,11639.86,8485.81,592.76,2195.86,365.44,58.9,63.0,54.6,23.0,-180.0,-62.0,-219.0,-3.1,256.0,442.0,186.0,6.2,22.4,774.0,1583.0,809.0,244.0,380.0,136.0,5.4,19.8,701.0,1403.0,702.0,-73.0,-180.0,-107.0,-2.5,-12.0,-62.0,-50.0,-0.9,-85.0,-242.0,-157.0,-3.4,87.6,87.4,87.8,80.7,80.2,81.3,19.3,19.8,18.7
koroška,2018,12216.22,8911.68,604.32,2274.94,425.28,61.0,64.6,57.1,-30.0,-358.0,426.0,38.0,0.5,174.0,295.0,121.0,4.2,21.0,762.0,1484.0,722.0,535.0,721.0,186.0,10.2,15.9,599.0,1126.0,527.0,-163.0,-358.0,-195.0,-5.1,361.0,426.0,65.0,6.0,198.0,68.0,-130.0,1.0,87.6,87.1,88.3,80.5,79.6,81.4,19.5,20.4,18.6
koroška,2019,12680.64,9113.57,633.27,2362.47,571.33,62.2,65.6,58.4,-110.0,-232.0,506.0,164.0,2.3,215.0,333.0,118.0,4.7,19.6,749.0,1386.0,637.0,613.0,839.0,226.0,11.9,16.3,595.0,1154.0,559.0,-154.0,-232.0,-78.0,-3.3,398.0,506.0,108.0,7.2,244.0,274.0,30.0,3.9,87.8,87.2,88.5,80.3,79.5,81.4,19.7,20.5,18.6
koroška,2020,13096.64,9635.0,714.86,2540.04,206.75,63.0,65.9,59.8,-274.0,-295.0,458.0,-111.0,-1.6,242.0,359.0,117.0,5.1,29.0,1110.0,2053.0,943.0,528.0,817.0,289.0,11.5,24.8,910.0,1758.0,848.0,-200.0,-295.0,-95.0,-4.2,286.0,458.0,172.0,6.5,86.0,163.0,77.0,2.3,87.4,86.7,88.1,79.4,78.4,80.4,20.6,21.6,19.6
koroška,2021,14391.6,10612.89,715.33,2683.16,380.22,64.4,67.3,61.2,-127.0,-74.0,146.0,-55.0,-0.8,288.0,415.0,127.0,5.9,19.7,731.0,1389.0,658.0,322.0,561.0,239.0,7.9,18.6,712.0,1315.0,603.0,-19.0,-74.0,-55.0,-1.0,34.0,146.0,112.0,2.1,15.0,72.0,57.0,1.0,87.5,86.9,88.1,79.1,78.3,80.1,20.9,21.7,19.9
koroška,2022,15595.37,11371.87,788.66,2924.74,510.1,65.9,68.8,62.6,-186.0,-64.0,383.0,133.0,1.9,285.0,429.0,144.0,6.1,24.7,948.0,1747.0,799.0,540.0,812.0,272.0,11.5,23.8,893.0,1683.0,790.0,-55.0,-64.0,-9.0,-0.9,255.0,383.0,128.0,5.4,200.0,319.0,119.0,4.5,87.3,86.4,88.3,79.1,77.8,80.6,20.9,22.2,19.4
koroška,2023,16940.45,12533.65,865.78,3111.68,429.35,66.3,69.0,63.3,-294.0,-171.0,243.0,-222.0,-3.1,306.0,485.0,179.0,6.9,21.3,787.0,1505.0,718.0,495.0,728.0,233.0,10.3,18.9,730.0,1334.0,604.0,-57.0,-171.0,-114.0,-2.4,189.0,243.0,54.0,3.4,132.0,72.0,-60.0,1.0,87.6,86.7,88.6,79.0,77.7,80.6,21.0,22.3,19.4
koroška,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,86.7,88.7,79.2,77.7,80.9,20.8,22.3,19.1
koroška,2025,19180.947230125897,14310.766159116041,868.5826666666617,3183.0520606060745,531.9050509608428,64.43715415019767,67.64584980237157,60.852117447769615,-147.21083743842246,-281.52512315270906,257.04630541871666,-171.68965517241395,-2.395270935960596,318.12906403940724,501.14384236453407,183.0147783251232,7.0866995073891985,30.528177339901504,1136.1054187192203,2168.769458128081,1032.6640394088681,505.7389162561594,758.1901477832507,252.45123152709493,10.691527093595937,26.54167487684731,991.3399014778261,1887.244334975374,895.9044334975333,-144.7655172413797,-281.52512315270906,-136.75960591133025,-3.952118226600959,187.60985221674855,257.04630541871666,69.43645320197083,3.624137931034511,42.84433497536975,-24.47881773399058,-67.32315270935987,-0.33300492610837296,87.73749999999998,87.0425,88.48500000000001,78.6825,77.49249999999995,80.05000000000001,21.317499999999995,22.50750000000005,19.94999999999999
koroška,2026,20996.71113607256,15756.166892400794,899.9579999999914,3296.907454545464,594.100102188035,64.92885375494075,68.0553359683795,61.42501411631838,-155.56453201970362,-287.4221674876844,267.5211822660094,-175.46551724137862,-2.4484236453202044,328.1349753694594,516.6399014778326,188.504926108375,7.309359605911368,31.529507389162518,1174.161576354687,2239.3024630541913,1065.1408866995116,522.9014778325145,784.1610837438348,261.25960591133116,11.06039408866991,27.456995073891676,1025.8029556650145,1951.880295566516,926.0773399014797,-148.35862068965525,-287.4221674876844,-139.06354679803007,-4.037487684729058,194.76650246305326,267.5211822660094,72.75467980295616,3.7724137931034534,46.40788177339982,-19.900985221675,-66.30886699507391,-0.27019704433497793,87.80514705882351,87.08205882352942,88.57661764705884,78.48411764705884,77.2379411764706,79.91029411764708,21.515882352941162,22.7620588235294,20.089705882352916
koroška,2027,22952.86078791346,17321.603330773676,931.3333333333285,3410.7628484848537,663.5003590480771,65.42055335968382,68.4648221343873,61.99791078486737,-163.91822660098478,-293.3192118226598,277.99605911329854,-179.2413793103442,-2.5015763546797984,338.140886699508,532.1359605911348,193.99507389162682,7.532019704433537,32.53083743842376,1212.2177339901536,2309.8354679803015,1097.6177339901406,540.0640394088696,810.132019704426,270.0679802955674,11.429261083743768,28.372315270936042,1060.2660098522174,2016.5162561576435,956.2502463054188,-151.9517241379317,-293.3192118226598,-141.36748768472899,-4.122857142857129,201.92315270935978,277.99605911329854,76.07290640394058,3.9206896551723958,49.97142857142899,-15.32315270935942,-65.2945812807884,-0.2073891625615829,87.87279411764706,87.12161764705883,88.66823529411764,78.28573529411767,76.98338235294113,79.77058823529416,21.71426470588233,23.016617647058865,20.229411764705844
obalno-kraška,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obalno-kraška,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obalno-kraška,1995,,,,,,,,,-140.0,49.0,163.0,72.0,0.7,15.0,31.0,16.0,0.3,3.1,136.0,320.0,184.0,111.0,194.0,83.0,1.9,3.6,175.0,369.0,194.0,39.0,49.0,10.0,0.5,96.0,163.0,67.0,1.6,135.0,212.0,77.0,2.1,,,,,,,,,
obalno-kraška,1996,,,,,,,,,-75.0,99.0,83.0,107.0,1.0,19.0,38.0,19.0,0.4,2.6,124.0,264.0,140.0,63.0,121.0,58.0,1.2,3.5,157.0,363.0,206.0,33.0,99.0,66.0,1.0,44.0,83.0,39.0,0.8,77.0,182.0,105.0,1.8,,,,,,,,,
obalno-kraška,1997,,,,,,,,,-191.0,123.0,15.0,-53.0,-0.5,38.0,61.0,23.0,0.6,2.6,112.0,265.0,153.0,44.0,76.0,32.0,0.7,3.8,180.0,388.0,208.0,68.0,123.0,55.0,1.2,6.0,15.0,9.0,0.1,74.0,138.0,64.0,1.3,,,,,,,,,
obalno-kraška,1998,,,,,,,,,-246.0,86.0,-27.0,-187.0,-1.8,410.0,585.0,175.0,5.7,3.1,128.0,321.0,193.0,312.0,558.0,246.0,5.4,4.0,187.0,407.0,220.0,59.0,86.0,27.0,0.8,-98.0,-27.0,71.0,-0.3,-39.0,59.0,98.0,0.6,,,,,,,,,
obalno-kraška,1999,,,,,,,,,-187.0,246.0,284.0,343.0,3.3,150.0,250.0,100.0,2.4,2.4,127.0,253.0,126.0,367.0,534.0,167.0,5.2,4.8,232.0,499.0,267.0,105.0,246.0,141.0,2.4,217.0,284.0,67.0,2.7,322.0,530.0,208.0,5.1,,,,,,,,,
obalno-kraška,2000,,,,,,,,,-125.0,180.0,353.0,406.0,3.9,151.0,228.0,77.0,2.2,3.0,138.0,314.0,176.0,389.0,581.0,192.0,5.6,4.8,235.0,494.0,259.0,97.0,180.0,83.0,1.7,238.0,353.0,115.0,3.4,335.0,533.0,198.0,5.1,,,,,,,,,
obalno-kraška,2001,,,,,,,,,-222.0,99.0,325.0,202.0,1.9,319.0,426.0,107.0,4.1,3.3,168.0,345.0,177.0,473.0,751.0,278.0,7.3,4.3,220.0,444.0,224.0,52.0,99.0,47.0,1.0,154.0,325.0,171.0,3.1,206.0,424.0,218.0,4.1,,,,,,,,,
obalno-kraška,2002,,,,,,56.6,61.4,51.6,-225.0,145.0,326.0,246.0,2.4,416.0,649.0,233.0,6.2,3.5,170.0,369.0,199.0,702.0,975.0,273.0,9.3,4.9,250.0,514.0,264.0,80.0,145.0,65.0,1.4,286.0,326.0,40.0,3.1,366.0,471.0,105.0,4.5,,,,,,,,,
obalno-kraška,2003,,,,,,56.3,61.0,51.3,-221.0,195.0,494.0,468.0,4.5,284.0,479.0,195.0,4.6,3.3,154.0,343.0,189.0,651.0,973.0,322.0,9.3,5.1,236.0,538.0,302.0,82.0,195.0,113.0,1.9,367.0,494.0,127.0,4.7,449.0,689.0,240.0,6.6,,,,,,,,,
obalno-kraška,2004,,,,,,56.4,61.2,51.3,-142.0,98.0,78.0,34.0,0.3,560.0,831.0,271.0,7.9,3.9,190.0,413.0,223.0,656.0,909.0,253.0,8.7,4.9,246.0,511.0,265.0,56.0,98.0,42.0,0.9,96.0,78.0,-18.0,0.7,152.0,176.0,24.0,1.7,,,,,,,,,
obalno-kraška,2005,,,,,,58.8,64.1,53.3,-144.0,63.0,670.0,589.0,5.6,663.0,844.0,181.0,8.0,4.3,209.0,449.0,240.0,1110.0,1514.0,404.0,14.4,4.9,219.0,512.0,293.0,10.0,63.0,53.0,0.6,447.0,670.0,223.0,6.4,457.0,733.0,276.0,7.0,,,,,,,,,
obalno-kraška,2006,,,,,,59.7,65.2,53.9,-89.0,142.0,613.0,666.0,6.3,993.0,1340.0,347.0,12.6,5.0,246.0,529.0,283.0,1461.0,1953.0,492.0,18.4,6.3,316.0,671.0,355.0,70.0,142.0,72.0,1.3,468.0,613.0,145.0,5.8,538.0,755.0,217.0,7.1,,,,,,,,,
obalno-kraška,2007,,,,,,61.5,67.8,54.6,-21.0,58.0,1525.0,1562.0,14.6,837.0,1208.0,371.0,11.3,5.5,291.0,593.0,302.0,2061.0,2733.0,672.0,25.5,6.1,299.0,651.0,352.0,8.0,58.0,50.0,0.5,1224.0,1525.0,301.0,14.2,1232.0,1583.0,351.0,14.8,,,,,,,,,
obalno-kraška,2008,,,,,,62.6,69.2,55.4,203.0,115.0,2104.0,2422.0,22.5,704.0,1003.0,299.0,9.3,26.2,1400.0,2826.0,1426.0,2219.0,3107.0,888.0,28.9,27.3,1447.0,2941.0,1494.0,47.0,115.0,68.0,1.1,1515.0,2104.0,589.0,19.5,1562.0,2219.0,657.0,20.6,,,,,,,,,
obalno-kraška,2009,,,,,,61.9,68.2,55.0,85.0,771.0,1208.0,2064.0,18.8,1353.0,1822.0,469.0,16.6,23.5,1452.0,2581.0,1129.0,2196.0,3030.0,834.0,27.6,30.5,1897.0,3352.0,1455.0,445.0,771.0,326.0,7.0,843.0,1208.0,365.0,11.0,1288.0,1979.0,691.0,18.0,100.5,101.6,99.1,85.5,84.1,87.4,14.5,15.9,12.6
obalno-kraška,2010,,,,,,60.5,66.1,54.4,143.0,81.0,117.0,341.0,3.1,1085.0,1547.0,462.0,14.0,29.1,1812.0,3219.0,1407.0,1006.0,1664.0,658.0,15.0,29.8,1852.0,3300.0,1448.0,40.0,81.0,41.0,0.7,-79.0,117.0,196.0,1.1,-39.0,198.0,237.0,1.8,101.3,103.0,99.2,85.4,84.3,86.7,14.6,15.7,13.3
obalno-kraška,2011,,,,,,59.0,63.9,53.7,111.0,206.0,324.0,641.0,5.8,754.0,1137.0,383.0,10.2,29.3,1815.0,3252.0,1437.0,801.0,1461.0,660.0,13.2,31.1,1930.0,3458.0,1528.0,115.0,206.0,91.0,1.9,47.0,324.0,277.0,2.9,162.0,530.0,368.0,4.8,99.5,100.4,98.4,84.0,82.5,85.9,16.0,17.5,14.1
obalno-kraška,2012,,,,,,58.1,62.6,53.2,144.0,-135.0,507.0,516.0,4.6,690.0,1119.0,429.0,10.0,29.1,1757.0,3251.0,1494.0,1015.0,1626.0,611.0,14.6,27.9,1637.0,3116.0,1479.0,-120.0,-135.0,-15.0,-1.2,325.0,507.0,182.0,4.5,205.0,372.0,167.0,3.3,97.3,97.9,96.6,83.3,81.8,85.0,16.7,18.2,15.0
obalno-kraška,2013,,,,,,56.4,60.4,52.2,16.0,650.0,243.0,909.0,8.1,650.0,1113.0,463.0,9.9,29.3,1782.0,3290.0,1508.0,778.0,1356.0,578.0,12.1,35.1,1792.0,3940.0,2148.0,10.0,650.0,640.0,5.8,128.0,243.0,115.0,2.2,138.0,893.0,755.0,8.0,97.4,98.1,96.7,83.0,81.5,84.8,17.0,18.5,15.2
obalno-kraška,2014,10920.62,7665.83,530.11,2204.3,520.38,57.1,61.7,52.2,123.0,-252.0,68.0,-61.0,-0.5,753.0,1298.0,545.0,11.5,32.4,1780.0,3657.0,1877.0,793.0,1366.0,573.0,12.1,30.2,1697.0,3405.0,1708.0,-83.0,-252.0,-169.0,-2.2,40.0,68.0,28.0,0.6,-43.0,-184.0,-141.0,-1.6,97.5,98.3,96.5,82.6,81.3,84.1,17.4,18.7,15.9
obalno-kraška,2015,11082.45,7800.82,530.71,2217.04,533.89,58.5,63.1,53.7,-29.0,17.0,308.0,296.0,2.6,714.0,1146.0,432.0,10.1,29.0,1617.0,3270.0,1653.0,825.0,1454.0,629.0,12.9,29.1,1607.0,3287.0,1680.0,-10.0,17.0,27.0,0.2,111.0,308.0,197.0,2.7,101.0,325.0,224.0,2.9,100.3,101.8,98.5,82.6,81.1,84.3,17.4,18.9,15.7
obalno-kraška,2016,11415.93,8153.33,536.13,2250.45,476.03,60.4,64.9,55.7,-43.0,75.0,416.0,448.0,4.0,699.0,1136.0,437.0,10.0,28.5,1546.0,3227.0,1681.0,920.0,1552.0,632.0,13.7,29.2,1555.0,3302.0,1747.0,9.0,75.0,66.0,0.7,221.0,416.0,195.0,3.7,230.0,491.0,261.0,4.3,100.0,101.6,98.1,82.4,81.1,83.9,17.6,18.9,16.1
obalno-kraška,2017,11906.23,8538.31,541.0,2271.81,555.11,63.1,67.7,58.2,-89.0,173.0,363.0,447.0,3.9,790.0,1333.0,543.0,11.7,29.0,1609.0,3296.0,1687.0,1017.0,1696.0,679.0,14.9,30.5,1664.0,3469.0,1805.0,55.0,173.0,118.0,1.5,227.0,363.0,136.0,3.2,282.0,536.0,254.0,4.7,99.2,100.7,97.4,81.8,80.6,83.3,18.2,19.4,16.7
obalno-kraška,2018,12461.22,9064.35,553.61,2352.31,490.95,65.5,70.1,60.7,-152.0,264.0,948.0,1060.0,9.3,709.0,1176.0,467.0,10.3,24.8,1429.0,2825.0,1396.0,1367.0,2124.0,757.0,18.6,27.1,1578.0,3089.0,1511.0,149.0,264.0,115.0,2.3,658.0,948.0,290.0,8.3,807.0,1212.0,405.0,10.6,98.4,99.4,97.3,81.2,79.7,83.1,18.8,20.3,16.9
obalno-kraška,2019,13350.63,9650.41,602.57,2434.67,662.98,66.9,71.4,62.1,-163.0,118.0,925.0,880.0,7.6,719.0,1225.0,506.0,10.6,23.7,1458.0,2737.0,1279.0,1398.0,2150.0,752.0,18.6,24.7,1448.0,2855.0,1407.0,-10.0,118.0,128.0,1.0,679.0,925.0,246.0,8.0,669.0,1043.0,374.0,9.0,98.1,99.4,96.4,80.9,79.7,82.5,19.1,20.3,17.5
obalno-kraška,2020,13429.55,9703.46,671.18,2589.0,465.92,65.6,69.6,61.3,-276.0,1159.0,1499.0,2382.0,20.4,918.0,1436.0,518.0,12.3,36.0,2116.0,4206.0,2090.0,1686.0,2935.0,1249.0,25.1,45.9,2655.0,5365.0,2710.0,539.0,1159.0,620.0,9.9,768.0,1499.0,731.0,12.8,1307.0,2658.0,1351.0,22.7,95.4,97.4,93.0,78.9,77.9,80.1,21.1,22.1,19.9
obalno-kraška,2021,14464.1,10529.06,674.46,2735.84,524.73,66.5,70.6,62.2,-279.0,130.0,475.0,326.0,2.8,972.0,1578.0,606.0,13.3,28.3,1695.0,3351.0,1656.0,1139.0,2053.0,914.0,17.3,29.4,1826.0,3481.0,1655.0,131.0,130.0,-1.0,1.1,167.0,475.0,308.0,4.0,298.0,605.0,307.0,5.1,94.4,96.1,92.3,78.1,77.1,79.4,21.9,22.9,20.6
obalno-kraška,2022,15842.2,11404.73,696.57,2954.71,786.19,68.4,72.6,63.8,-410.0,-374.0,1228.0,444.0,3.7,947.0,1556.0,609.0,13.1,37.0,2128.0,4382.0,2254.0,1525.0,2784.0,1259.0,23.5,33.8,2034.0,4008.0,1974.0,-94.0,-374.0,-280.0,-3.2,578.0,1228.0,650.0,10.4,484.0,854.0,370.0,7.2,94.2,95.5,92.6,77.9,76.7,79.4,22.1,23.3,20.6
obalno-kraška,2023,17376.76,12731.75,707.91,3131.55,805.56,69.2,73.5,64.7,-387.0,-69.0,610.0,154.0,1.3,1102.0,1917.0,815.0,16.1,27.8,1683.0,3308.0,1625.0,1530.0,2527.0,997.0,21.3,27.3,1648.0,3239.0,1591.0,-35.0,-69.0,-34.0,-0.6,428.0,610.0,182.0,5.1,393.0,541.0,148.0,4.6,94.5,96.1,92.7,78.1,77.1,79.3,21.9,22.9,20.7
obalno-kraška,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.7,96.3,92.7,78.1,77.1,79.3,21.9,22.9,20.7
obalno-kraška,2025,19577.817909612473,14501.098293289344,757.7607878787894,3182.676060606056,875.92905717598,67.54630152456252,71.57588932806323,63.261434217956094,-126.93300492610797,176.27586206896558,942.9665024630522,992.3822660098449,8.665812807881764,1134.1812807881724,1848.6068965517188,714.4256157635464,15.951428571428437,39.39093596059138,2315.2000000000116,4544.465024630481,2229.2650246305275,1675.9536945812724,2791.573399014771,1115.6197044334986,24.114778325123325,40.88758620689623,2386.940886699478,4720.740886699525,2333.8000000000175,71.74088669950743,176.27586206896558,104.53497536945815,1.4947783251231517,541.7724137931036,942.9665024630522,401.1940886699522,8.139211822660116,613.5133004926138,1119.2423645320232,505.72906403941306,9.635665024630555,94.20249999999987,95.8900000000001,92.17250000000013,76.96499999999992,75.94250000000011,78.22250000000008,23.035000000000082,24.05749999999989,21.777499999999918
obalno-kraška,2026,21418.403354647475,15972.956726335204,781.3509090909138,3285.523454545444,974.8671619854139,68.0445511010729,72.00632411067193,63.83325804630158,-128.33399014778297,177.5689655172414,966.8911330049232,1016.2078817733927,8.862167487684758,1165.3822660098522,1902.6965517241333,737.3142857142811,16.398177339901395,40.75674876847279,2396.8137931034726,4704.666502462991,2307.852709359606,1719.0305418719072,2869.587684729049,1150.557142857142,24.754926108374548,42.25793103448268,2468.842364532,4882.235467980267,2413.3931034482957,72.02857142857147,177.5689655172414,105.54039408866993,1.4994088669950738,553.6482758620696,966.8911330049232,413.24285714285725,8.332610837438438,625.6768472906406,1144.4600985221696,518.783251231529,9.833152709359581,93.7947058823529,95.5270588235295,91.71117647058838,76.43294117647065,75.43867647058835,77.65676470588232,23.56705882352935,24.561323529411652,22.343235294117676
obalno-kraška,2027,23399.795214027767,17567.38023681893,804.9410303030309,3388.370848484861,1083.6849384431794,68.54280067758339,72.43675889328063,64.4050818746473,-129.73497536945797,178.8620689655172,990.8157635467942,1040.0334975369406,9.058522167487695,1196.5832512315246,1956.7862068965478,760.2029556650232,16.84492610837424,42.122561576354656,2478.4275862069044,4864.867980295501,2386.440394088655,1762.1073891625565,2947.6019704433565,1185.4945812807855,25.39507389162577,43.628275862068676,2550.7438423645217,5043.730049261067,2492.986206896574,72.31625615763551,178.8620689655172,106.54581280788193,1.5040394088669942,565.5241379310319,990.8157635467942,425.2916256157623,8.52600985221676,637.840394088671,1169.677832512316,531.8374384236486,10.030640394088664,93.38691176470581,95.1641176470589,91.24985294117664,75.90088235294115,74.93485294117659,77.0910294117648,24.099117647058847,25.065147058823413,22.908970588235206
osrednjeslovenska,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osrednjeslovenska,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osrednjeslovenska,1995,,,,,,,,,794.0,-98.0,372.0,1068.0,2.2,92.0,206.0,114.0,0.4,3.0,702.0,1540.0,838.0,312.0,578.0,266.0,1.2,2.8,627.0,1442.0,815.0,-75.0,-98.0,-23.0,-0.2,220.0,372.0,152.0,0.8,145.0,274.0,129.0,0.5,,,,,,,,,
osrednjeslovenska,1996,,,,,,,,,571.0,-226.0,168.0,513.0,1.1,128.0,230.0,102.0,0.5,3.4,799.0,1781.0,982.0,217.0,398.0,181.0,0.8,3.0,694.0,1555.0,861.0,-105.0,-226.0,-121.0,-0.5,89.0,168.0,79.0,0.3,-16.0,-58.0,-42.0,-0.1,,,,,,,,,
osrednjeslovenska,1997,,,,,,,,,554.0,-176.0,88.0,466.0,1.0,104.0,189.0,85.0,0.4,3.6,838.0,1763.0,925.0,143.0,277.0,134.0,0.6,3.3,720.0,1587.0,867.0,-118.0,-176.0,-58.0,-0.4,39.0,88.0,49.0,0.2,-79.0,-88.0,-9.0,-0.2,,,,,,,,,
osrednjeslovenska,1998,,,,,,,,,437.0,-172.0,-759.0,-494.0,-1.0,1549.0,1957.0,408.0,4.0,3.7,858.0,1788.0,930.0,849.0,1198.0,349.0,2.5,3.3,662.0,1616.0,954.0,-196.0,-172.0,24.0,-0.4,-700.0,-759.0,-59.0,-1.6,-896.0,-931.0,-35.0,-1.9,,,,,,,,,
osrednjeslovenska,1999,,,,,,,,,317.0,-235.0,774.0,856.0,1.8,578.0,779.0,201.0,1.6,3.8,857.0,1858.0,1001.0,1281.0,1553.0,272.0,3.2,3.3,716.0,1623.0,907.0,-141.0,-235.0,-94.0,-0.5,703.0,774.0,71.0,1.6,562.0,539.0,-23.0,1.1,,,,,,,,,
osrednjeslovenska,2000,,,,,,,,,728.0,-176.0,1046.0,1586.0,3.3,633.0,1038.0,405.0,2.1,3.6,816.0,1761.0,945.0,1544.0,2084.0,540.0,4.3,3.2,678.0,1585.0,907.0,-138.0,-176.0,-38.0,-0.4,911.0,1046.0,135.0,2.1,773.0,870.0,97.0,1.8,,,,,,,,,
osrednjeslovenska,2001,,,,,,,,,151.0,151.0,1281.0,1877.0,3.8,1086.0,1352.0,266.0,2.8,3.6,840.0,1765.0,925.0,1866.0,2633.0,767.0,5.4,3.9,812.0,1916.0,1104.0,-28.0,151.0,179.0,0.3,780.0,1281.0,501.0,2.6,752.0,1432.0,680.0,2.9,,,,,,,,,
